customer_id,ltv,churn_probability,customer_segment,retention_priority_score,retention_priority,recommended_action
1352-VHKAJ,1933.2,0.0,Low Priority,9.04,Low,Standard customer engagement
5844-QVTAT,1928.85,0.0,Low Priority,9.02,Low,Standard customer engagement
0461-CVKMU,1927.4,0.0,Low Priority,9.02,Low,Standard customer engagement
2359-KMGLI,1926.0,0.0,Low Priority,9.01,Low,Standard customer engagement
0027-KWYKW,1926.25,0.0,Low Priority,9.01,Low,Standard customer engagement
9863-JZAIC,1925.0,0.0,Low Priority,9.01,Low,Standard customer engagement
7989-AWGEH,1920.8,0.0,Low Priority,8.99,Low,Standard customer engagement
6776-TLWOI,59.55,0.145,Low Priority,8.98,Low,Standard customer engagement
7567-ECMCM,1916.4,0.0,Low Priority,8.97,Low,Standard customer engagement
7410-KTVFV,891.9,0.08,Low Priority,8.97,Low,Standard customer engagement
0537-QYZZN,1916.4,0.0,Low Priority,8.97,Low,Standard customer engagement
3301-LSLWQ,1916.9,0.0,Low Priority,8.97,Low,Standard customer engagement
1085-LDWAM,1404.15,0.04,Low Priority,8.97,Low,Standard customer engagement
0428-IKYCP,1914.0,0.0,Low Priority,8.95,Low,Standard customer engagement
6633-SYEUS,1913.6,0.0,Low Priority,8.95,Low,Standard customer engagement
9522-BNTHX,1912.5,0.0,Low Priority,8.95,Low,Standard customer engagement
4922-CVPDX,1911.0,0.0,Low Priority,8.94,Low,Standard customer engagement
0564-MUUQK,1910.0,0.0,Low Priority,8.94,Low,Standard customer engagement
2773-MADBQ,1911.6,0.0,Low Priority,8.94,Low,Standard customer engagement
7096-ZNBZI,1904.4,0.0,Low Priority,8.91,Low,Standard customer engagement
7795-CFOCW,1903.5,0.0,Low Priority,8.91,Low,Standard customer engagement
7175-NTIXE,1903.75,0.0,Low Priority,8.91,Low,Standard customer engagement
9365-SRSZE,1904.85,0.0,Low Priority,8.91,Low,Standard customer engagement
6849-OYAMU,1900.0,0.0,Low Priority,8.89,Low,Standard customer engagement
5883-GTGVD,1899.05,0.0,Low Priority,8.88,Low,Standard customer engagement
9986-BONCE,83.8,0.1415,Low Priority,8.88,Low,Standard customer engagement
9388-ZEYVT,1898.45,0.0,Low Priority,8.88,Low,Standard customer engagement
3941-XTSKM,1894.2,0.0,Low Priority,8.86,Low,Standard customer engagement
1626-ERCMM,1891.0,0.0,Low Priority,8.85,Low,Standard customer engagement
4183-MYFRB,1891.05,0.0,Low Priority,8.85,Low,Standard customer engagement
1116-FRYVH,1891.2,0.0,Low Priority,8.85,Low,Standard customer engagement
2956-GGUCQ,1892.4,0.0,Low Priority,8.85,Low,Standard customer engagement
4625-XMOYM,1890.0,0.0,Low Priority,8.84,Low,Standard customer engagement
6427-FEFIG,1886.4,0.0,Low Priority,8.83,Low,Standard customer engagement
1216-JWVUX,1887.5,0.0,Low Priority,8.83,Low,Standard customer engagement
6617-WLBQC,1882.55,0.0,Low Priority,8.81,Low,Standard customer engagement
0810-BDHAW,1881.6,0.0,Low Priority,8.8,Low,Standard customer engagement
5609-CEBID,1882.0,0.0,Low Priority,8.8,Low,Standard customer engagement
9838-BFCQT,1879.2,0.0,Low Priority,8.79,Low,Standard customer engagement
1845-CSBRZ,1877.7,0.0,Low Priority,8.78,Low,Standard customer engagement
9992-RRAMN,1872.2,0.0,Low Priority,8.76,Low,Standard customer engagement
6917-FIJHC,1872.0,0.0,Low Priority,8.76,Low,Standard customer engagement
1544-JJMYL,1872.45,0.0,Low Priority,8.76,Low,Standard customer engagement
9430-NKQLY,1807.2,0.005,Low Priority,8.75,Low,Standard customer engagement
5334-AFQJB,1807.2,0.005,Low Priority,8.75,Low,Standard customer engagement
7054-ENNGU,457.65,0.11,Low Priority,8.74,Low,Standard customer engagement
3088-FVYWK,1354.15,0.04,Low Priority,8.74,Low,Standard customer engagement
2483-XSSMZ,1866.15,0.0,Low Priority,8.73,Low,Standard customer engagement
7978-DKUQH,1865.0,0.0,Low Priority,8.73,Low,Standard customer engagement
7703-ZEKEF,1863.0,0.0,Low Priority,8.72,Low,Standard customer engagement
8725-JEDFD,1864.35,0.0,Low Priority,8.72,Low,Standard customer engagement
9129-UXERG,1864.8,0.0,Low Priority,8.72,Low,Standard customer engagement
5934-RMPOV,1864.5,0.0,Low Priority,8.72,Low,Standard customer engagement
6810-VCAEX,1863.55,0.0,Low Priority,8.72,Low,Standard customer engagement
4707-MAXGU,1861.2,0.0,Low Priority,8.71,Low,Standard customer engagement
8318-LCNBW,1860.25,0.0,Low Priority,8.7,Low,Standard customer engagement
5201-FRKKS,1857.5,0.0,Low Priority,8.69,Low,Standard customer engagement
6933-VLYFX,1858.45,0.0,Low Priority,8.69,Low,Standard customer engagement
4404-HIBDJ,1857.5,0.0,Low Priority,8.69,Low,Standard customer engagement
5572-ZDXHY,1854.6,0.0,Low Priority,8.68,Low,Standard customer engagement
2887-JPYLU,1853.2,0.0,Low Priority,8.67,Low,Standard customer engagement
2509-TFPJU,1854.0,0.0,Low Priority,8.67,Low,Standard customer engagement
2452-MRMZF,1850.4,0.0,Low Priority,8.66,Low,Standard customer engagement
8734-FNWVH,1850.7,0.0,Low Priority,8.66,Low,Standard customer engagement
0377-JBKKT,1274.9,0.045,Low Priority,8.66,Low,Standard customer engagement
1767-CJKBA,1656.6,0.015,Low Priority,8.65,Low,Standard customer engagement
4231-LZUYM,1846.8,0.0,Low Priority,8.64,Low,Standard customer engagement
7816-VGHTO,243.3,0.125,Low Priority,8.64,Low,Standard customer engagement
2961-VNFKL,1842.45,0.0,Low Priority,8.62,Low,Standard customer engagement
6285-FTQBF,1839.6,0.0,Low Priority,8.61,Low,Standard customer engagement
0480-BIXDE,1839.2,0.0,Low Priority,8.6,Low,Standard customer engagement
0788-DXBFY,1133.9,0.055,Low Priority,8.6,Low,Standard customer engagement
4072-IPYLT,1837.8,0.0,Low Priority,8.6,Low,Standard customer engagement
5598-IKHQQ,1832.4,0.0,Low Priority,8.57,Low,Standard customer engagement
0373-AIVNJ,355.95,0.115,Low Priority,8.57,Low,Standard customer engagement
0578-SKVMF,1832.6,0.0,Low Priority,8.57,Low,Standard customer engagement
0795-XCCTE,1828.8,0.0,Low Priority,8.56,Low,Standard customer engagement
4312-KFRXN,1828.8,0.0,Low Priority,8.56,Low,Standard customer engagement
7869-ZYDST,1830.55,0.0,Low Priority,8.56,Low,Standard customer engagement
8774-GSBUN,1828.8,0.0,Low Priority,8.56,Low,Standard customer engagement
0921-OHLVP,1827.1,0.0,Low Priority,8.55,Low,Standard customer engagement
2070-XYMFH,1825.05,0.0,Low Priority,8.54,Low,Standard customer engagement
9067-YGSCA,1823.5,0.0,Low Priority,8.53,Low,Standard customer engagement
6693-FRIRW,1823.4,0.0,Low Priority,8.53,Low,Standard customer engagement
4816-LXZYW,1820.45,0.0,Low Priority,8.52,Low,Standard customer engagement
9190-MFJLN,1822.1,0.0,Low Priority,8.52,Low,Standard customer engagement
9867-XOBQA,1116.15,0.055,Low Priority,8.52,Low,Standard customer engagement
8207-VVMYB,1820.0,0.0,Low Priority,8.51,Low,Standard customer engagement
1926-QUZNN,1818.0,0.0,Low Priority,8.51,Low,Standard customer engagement
5701-GUXDC,920.4,0.07,Low Priority,8.51,Low,Standard customer engagement
6288-LBEAR,1819.3,0.0,Low Priority,8.51,Low,Standard customer engagement
7658-UYUQS,1817.55,0.0,Low Priority,8.5,Low,Standard customer engagement
2169-RRLFW,1817.6,0.0,Low Priority,8.5,Low,Standard customer engagement
1891-UAWWU,1816.0,0.0,Low Priority,8.5,Low,Standard customer engagement
9066-QRSDU,1814.7,0.0,Low Priority,8.49,Low,Standard customer engagement
6024-RUGGH,1814.4,0.0,Low Priority,8.49,Low,Standard customer engagement
5743-KHMNA,1814.05,0.0,Low Priority,8.49,Low,Standard customer engagement
6976-BWGLQ,1814.4,0.0,Low Priority,8.49,Low,Standard customer engagement
3771-PZOBW,1814.0,0.0,Low Priority,8.49,Low,Standard customer engagement
6591-QGOYB,1813.05,0.0,Low Priority,8.48,Low,Standard customer engagement
8155-IBNHG,1809.6,0.0,Low Priority,8.47,Low,Standard customer engagement
4659-NZRUF,1807.85,0.0,Low Priority,8.46,Low,Standard customer engagement
1635-NZATJ,1806.95,0.0,Low Priority,8.45,Low,Standard customer engagement
0771-WLCLA,1807.2,0.0,Low Priority,8.45,Low,Standard customer engagement
3261-CQXOL,1806.95,0.0,Low Priority,8.45,Low,Standard customer engagement
7673-LPRNY,1806.65,0.0,Low Priority,8.45,Low,Standard customer engagement
8663-UPDGF,1807.0,0.0,Low Priority,8.45,Low,Standard customer engagement
5884-FBCTL,1807.2,0.0,Low Priority,8.45,Low,Standard customer engagement
9342-VNIMQ,1803.45,0.0,Low Priority,8.44,Low,Standard customer engagement
7361-YPXFS,1804.6,0.0,Low Priority,8.44,Low,Standard customer engagement
1104-FEJAM,1803.2000000000005,0.0,Low Priority,8.44,Low,Standard customer engagement
3452-GWUIN,1804.05,0.0,Low Priority,8.44,Low,Standard customer engagement
2519-ERQOJ,1801.8,0.0,Low Priority,8.43,Low,Standard customer engagement
0174-QRVVY,1799.85,0.0,Low Priority,8.42,Low,Standard customer engagement
5605-XNWEN,1800.0,0.0,Low Priority,8.42,Low,Standard customer engagement
8224-KDLKN,1800.0,0.0,Low Priority,8.42,Low,Standard customer engagement
4836-WNFNO,1800.0,0.0,Low Priority,8.42,Low,Standard customer engagement
4824-GUCBY,1797.4,0.0,Low Priority,8.41,Low,Standard customer engagement
8784-CGILN,1797.3,0.0,Low Priority,8.41,Low,Standard customer engagement
7240-FQLHE,1795.5,0.0,Low Priority,8.4,Low,Standard customer engagement
1820-DJFPH,1731.6,0.005,Low Priority,8.4,Low,Standard customer engagement
6778-EICRF,1795.1999999999998,0.0,Low Priority,8.4,Low,Standard customer engagement
1025-FALIX,1795.3,0.0,Low Priority,8.4,Low,Standard customer engagement
7480-SPLEF,1794.0,0.0,Low Priority,8.39,Low,Standard customer engagement
7980-MHFLQ,1792.8,0.0,Low Priority,8.39,Low,Standard customer engagement
7780-OTDSO,1789.2,0.0,Low Priority,8.37,Low,Standard customer engagement
8237-ULIXL,1789.2,0.0,Low Priority,8.37,Low,Standard customer engagement
6827-IEAUQ,1786.0500000000002,0.0,Low Priority,8.36,Low,Standard customer engagement
0829-XXPLX,1788.0,0.0,Low Priority,8.36,Low,Standard customer engagement
0496-AHOOK,1785.6,0.0,Low Priority,8.35,Low,Standard customer engagement
8749-TZYEC,1785.6,0.0,Low Priority,8.35,Low,Standard customer engagement
5626-MGTUK,1782.0,0.0,Low Priority,8.34,Low,Standard customer engagement
8092-NLTGF,1782.0,0.0,Low Priority,8.34,Low,Standard customer engagement
6181-AXXYF,1782.0,0.0,Low Priority,8.34,Low,Standard customer engagement
4193-IBKSW,1782.0,0.0,Low Priority,8.34,Low,Standard customer engagement
3354-OADJP,434.0,0.105,Low Priority,8.33,Low,Standard customer engagement
0611-DFXKO,1780.0,0.0,Low Priority,8.33,Low,Standard customer engagement
5854-KSRBJ,1778.0,0.0,Low Priority,8.32,Low,Standard customer engagement
1987-AUELQ,1778.55,0.0,Low Priority,8.32,Low,Standard customer engagement
7167-PCEYD,1326.6,0.035,Low Priority,8.31,Low,Standard customer engagement
8851-RAGOV,1776.25,0.0,Low Priority,8.31,Low,Standard customer engagement
3082-YVEKW,1774.45,0.0,Low Priority,8.3,Low,Standard customer engagement
2115-BFTIW,1773.75,0.0,Low Priority,8.3,Low,Standard customer engagement
9153-BTBVV,1775.0,0.0,Low Priority,8.3,Low,Standard customer engagement
5366-IJEQJ,1774.0,0.0,Low Priority,8.3,Low,Standard customer engagement
7841-FCRQD,1773.75,0.0,Low Priority,8.3,Low,Standard customer engagement
3810-PJUHR,1774.5,0.0,Low Priority,8.3,Low,Standard customer engagement
7115-IRDHS,1774.8,0.0,Low Priority,8.3,Low,Standard customer engagement
9874-QLCLH,1771.4,0.0,Low Priority,8.29,Low,Standard customer engagement
5296-PSYVW,1767.6,0.0,Low Priority,8.27,Low,Standard customer engagement
2696-RZVZW,1703.4,0.005,Low Priority,8.27,Low,Standard customer engagement
5115-SQAAU,1766.4,0.0,Low Priority,8.26,Low,Standard customer engagement
3836-FZSDJ,1764.35,0.0,Low Priority,8.25,Low,Standard customer engagement
6010-DDPPW,1760.5,0.0,Low Priority,8.24,Low,Standard customer engagement
0394-YONDK,1760.5,0.0,Low Priority,8.24,Low,Standard customer engagement
6651-RLGGM,1762.1,0.0,Low Priority,8.24,Low,Standard customer engagement
0402-OAMEN,1760.4,0.0,Low Priority,8.24,Low,Standard customer engagement
8212-CRQXP,1760.0,0.0,Low Priority,8.23,Low,Standard customer engagement
4443-EMBNA,1757.25,0.0,Low Priority,8.22,Low,Standard customer engagement
4422-QVIJA,1755.25,0.0,Low Priority,8.21,Low,Standard customer engagement
3118-UHVVQ,1754.4,0.0,Low Priority,8.21,Low,Standard customer engagement
7711-GQBZC,1753.7,0.0,Low Priority,8.2,Low,Standard customer engagement
7684-XSZIY,1749.6,0.0,Low Priority,8.19,Low,Standard customer engagement
8735-SDUFN,1749.6,0.0,Low Priority,8.19,Low,Standard customer engagement
4565-NLZBV,1750.15,0.0,Low Priority,8.19,Low,Standard customer engagement
5699-BNCAS,1750.15,0.0,Low Priority,8.19,Low,Standard customer engagement
7225-IILWY,1751.0,0.0,Low Priority,8.19,Low,Standard customer engagement
6035-BXTTY,1748.8,0.0,Low Priority,8.18,Low,Standard customer engagement
1240-HCBOH,1748.7,0.0,Low Priority,8.18,Low,Standard customer engagement
6298-QDFNH,1745.6999999999998,0.0,Low Priority,8.17,Low,Standard customer engagement
5832-EXGTT,1745.8000000000002,0.0,Low Priority,8.17,Low,Standard customer engagement
0480-KYJVA,1746.0,0.0,Low Priority,8.17,Low,Standard customer engagement
7340-KEFQE,1744.2,0.0,Low Priority,8.16,Low,Standard customer engagement
0365-BZUWY,1743.35,0.0,Low Priority,8.16,Low,Standard customer engagement
2189-UXTKY,1742.4,0.0,Low Priority,8.15,Low,Standard customer engagement
4121-AGSIN,1421.0,0.025,Low Priority,8.15,Low,Standard customer engagement
5406-KGRMX,1743.05,0.0,Low Priority,8.15,Low,Standard customer engagement
9839-ETQOE,1739.35,0.0,Low Priority,8.14,Low,Standard customer engagement
9668-PUGNU,1739.5,0.0,Low Priority,8.14,Low,Standard customer engagement
0626-QXNGV,1738.8,0.0,Low Priority,8.13,Low,Standard customer engagement
6575-SUVOI,1737.5,0.0,Low Priority,8.13,Low,Standard customer engagement
7010-BRBUU,1735.2,0.0,Low Priority,8.12,Low,Standard customer engagement
5846-ABOBJ,1735.95,0.0,Low Priority,8.12,Low,Standard customer engagement
3612-YVGSJ,1735.95,0.0,Low Priority,8.12,Low,Standard customer engagement
5175-WLYXL,1734.6999999999998,0.0,Low Priority,8.12,Low,Standard customer engagement
3580-GICBM,1476.2,0.02,Low Priority,8.11,Low,Standard customer engagement
5423-BHIXO,1734.4,0.0,Low Priority,8.11,Low,Standard customer engagement
7924-GJZFI,1732.5,0.0,Low Priority,8.11,Low,Standard customer engagement
3956-CJUST,1734.2,0.0,Low Priority,8.11,Low,Standard customer engagement
3696-DFHHB,1734.0,0.0,Low Priority,8.11,Low,Standard customer engagement
9964-WBQDJ,1732.4,0.0,Low Priority,8.1,Low,Standard customer engagement
3629-ZNKXA,1730.6,0.0,Low Priority,8.1,Low,Standard customer engagement
3967-VQOGC,1668.3,0.005,Low Priority,8.1,Low,Standard customer engagement
9365-CSLBQ,1728.85,0.0,Low Priority,8.09,Low,Standard customer engagement
7163-OCEQI,1730.3000000000002,0.0,Low Priority,8.09,Low,Standard customer engagement
1299-AURJA,1729.0,0.0,Low Priority,8.09,Low,Standard customer engagement
3744-ZRRDZ,1729.35,0.0,Low Priority,8.09,Low,Standard customer engagement
9574-BOSMD,1727.1999999999998,0.0,Low Priority,8.08,Low,Standard customer engagement
7850-VWJUU,1725.0,0.0,Low Priority,8.07,Low,Standard customer engagement
3251-YMVWZ,1274.65,0.035,Low Priority,8.06,Low,Standard customer engagement
4950-BDEUX,1722.0,0.0,Low Priority,8.06,Low,Standard customer engagement
5982-XMDEX,1722.5,0.0,Low Priority,8.06,Low,Standard customer engagement
7014-ZZXAW,1721.75,0.0,Low Priority,8.05,Low,Standard customer engagement
3148-AOIQT,1721.55,0.0,Low Priority,8.05,Low,Standard customer engagement
4325-NFSKC,1721.4,0.0,Low Priority,8.05,Low,Standard customer engagement
1658-BYGOY,1718.1,0.0,Low Priority,8.04,Low,Standard customer engagement
2072-ZVJJX,1717.0,0.0,Low Priority,8.03,Low,Standard customer engagement
2834-JKOOW,688.5,0.08,Low Priority,8.02,Low,Standard customer engagement
8441-SHIPE,1715.2,0.0,Low Priority,8.02,Low,Standard customer engagement
3873-WOSBC,1715.2,0.0,Low Priority,8.02,Low,Standard customer engagement
2823-LKABH,1710.9,0.0,Low Priority,8.0,Low,Standard customer engagement
8165-ZJRNM,1710.0,0.0,Low Priority,8.0,Low,Standard customer engagement
4134-BSXLX,1705.2,0.0,Low Priority,7.98,Low,Standard customer engagement
6331-EWIEB,1705.0,0.0,Low Priority,7.98,Low,Standard customer engagement
3096-GKWEB,1705.5,0.0,Low Priority,7.98,Low,Standard customer engagement
5922-ABDVO,1703.35,0.0,Low Priority,7.97,Low,Standard customer engagement
8680-CGLTP,1703.75,0.0,Low Priority,7.97,Low,Standard customer engagement
5955-ERIHD,1704.6,0.0,Low Priority,7.97,Low,Standard customer engagement
3694-GLTJM,98.25,0.125,Low Priority,7.96,Low,Standard customer engagement
1131-QQZEB,1700.45,0.0,Low Priority,7.96,Low,Standard customer engagement
8200-KLNYW,1698.9,0.0,Low Priority,7.95,Low,Standard customer engagement
9397-TZSHA,1697.4,0.0,Low Priority,7.94,Low,Standard customer engagement
1555-HAPSU,1696.9,0.0,Low Priority,7.94,Low,Standard customer engagement
3727-OVPRY,1696.2,0.0,Low Priority,7.94,Low,Standard customer engagement
0562-HKHML,1696.9,0.0,Low Priority,7.94,Low,Standard customer engagement
2186-QZEYA,1697.9499999999998,0.0,Low Priority,7.94,Low,Standard customer engagement
1619-YWUBB,1696.6,0.0,Low Priority,7.94,Low,Standard customer engagement
4589-IUAJB,1697.5,0.0,Low Priority,7.94,Low,Standard customer engagement
6668-CNMFP,1697.65,0.0,Low Priority,7.94,Low,Standard customer engagement
5666-MBJPT,1631.5,0.005,Low Priority,7.93,Low,Standard customer engagement
8035-BUYVG,1694.0,0.0,Low Priority,7.93,Low,Standard customer engagement
6734-PSBAW,1695.6,0.0,Low Priority,7.93,Low,Standard customer engagement
8148-BPLZQ,1693.1999999999998,0.0,Low Priority,7.92,Low,Standard customer engagement
7161-DFHUF,1693.35,0.0,Low Priority,7.92,Low,Standard customer engagement
3427-GGZZI,1692.9,0.0,Low Priority,7.92,Low,Standard customer engagement
2474-LCNUE,1693.95,0.0,Low Priority,7.92,Low,Standard customer engagement
7268-IGMFD,1690.2,0.0,Low Priority,7.91,Low,Standard customer engagement
2143-LJULT,1691.75,0.0,Low Priority,7.91,Low,Standard customer engagement
2050-ONYDQ,1690.0,0.0,Low Priority,7.91,Low,Standard customer engagement
7964-VEXDG,1687.35,0.0,Low Priority,7.89,Low,Standard customer engagement
8875-AKBYH,1687.0,0.0,Low Priority,7.89,Low,Standard customer engagement
8644-XYTSV,1686.3,0.0,Low Priority,7.89,Low,Standard customer engagement
4195-PNGZS,1687.05,0.0,Low Priority,7.89,Low,Standard customer engagement
7217-JYHOQ,1687.1999999999998,0.0,Low Priority,7.89,Low,Standard customer engagement
5012-YSPJJ,1684.85,0.0,Low Priority,7.88,Low,Standard customer engagement
2061-VVFST,721.5,0.075,Low Priority,7.88,Low,Standard customer engagement
6963-KQYQB,1683.5,0.0,Low Priority,7.88,Low,Standard customer engagement
2282-YGNOR,1682.0,0.0,Low Priority,7.87,Low,Standard customer engagement
4176-RELJR,1681.7,0.0,Low Priority,7.87,Low,Standard customer engagement
8042-RNLKO,1679.7,0.0,Low Priority,7.86,Low,Standard customer engagement
3275-RHRNE,1680.0,0.0,Low Priority,7.86,Low,Standard customer engagement
7492-TAFJD,269.85,0.11,Low Priority,7.86,Low,Standard customer engagement
2580-ASVVY,1679.8,0.0,Low Priority,7.86,Low,Standard customer engagement
3509-GWQGF,1680.0,0.0,Low Priority,7.86,Low,Standard customer engagement
2560-QTSBS,1677.6,0.0,Low Priority,7.85,Low,Standard customer engagement
3254-YRILK,1675.8,0.0,Low Priority,7.84,Low,Standard customer engagement
2097-YVPKN,1673.75,0.0,Low Priority,7.83,Low,Standard customer engagement
0971-QIFJK,1673.25,0.0,Low Priority,7.83,Low,Standard customer engagement
6202-DYYFX,1672.0,0.0,Low Priority,7.82,Low,Standard customer engagement
7008-LZVOZ,1669.8,0.0,Low Priority,7.81,Low,Standard customer engagement
1821-BUCWY,1669.5,0.0,Low Priority,7.81,Low,Standard customer engagement
9337-SRRNI,1669.8,0.0,Low Priority,7.81,Low,Standard customer engagement
6484-LATFU,1669.4,0.0,Low Priority,7.81,Low,Standard customer engagement
2308-STERM,38.8,0.127,Low Priority,7.8,Low,Standard customer engagement
7661-CPURM,1666.3,0.0,Low Priority,7.8,Low,Standard customer engagement
6614-VBEGU,1666.8000000000002,0.0,Low Priority,7.8,Low,Standard customer engagement
9800-ONTFE,1667.6,0.0,Low Priority,7.8,Low,Standard customer engagement
3768-VHXQO,1664.95,0.0,Low Priority,7.79,Low,Standard customer engagement
3034-ZBEQN,1665.6,0.0,Low Priority,7.79,Low,Standard customer engagement
4692-NNQRU,1663.2,0.0,Low Priority,7.78,Low,Standard customer engagement
4018-PPNDW,1470.1,0.015,Low Priority,7.78,Low,Standard customer engagement
7996-MHXLW,1659.9,0.0,Low Priority,7.77,Low,Standard customer engagement
6865-JZNKO,1659.0,0.0,Low Priority,7.76,Low,Standard customer engagement
1580-BMCMR,1658.7,0.0,Low Priority,7.76,Low,Standard customer engagement
8807-ARQET,1654.35,0.0,Low Priority,7.74,Low,Standard customer engagement
4656-CAURT,1652.55,0.0,Low Priority,7.73,Low,Standard customer engagement
6857-TKDJV,1651.55,0.0,Low Priority,7.73,Low,Standard customer engagement
9373-WSLOY,1650.0,0.0,Low Priority,7.72,Low,Standard customer engagement
0168-XZKBB,1650.15,0.0,Low Priority,7.72,Low,Standard customer engagement
7611-YKYTC,1650.0,0.0,Low Priority,7.72,Low,Standard customer engagement
0867-MKZVY,1648.0,0.0,Low Priority,7.71,Low,Standard customer engagement
4923-ADWXJ,1645.0,0.0,Low Priority,7.7,Low,Standard customer engagement
2799-TSLAG,1644.5,0.0,Low Priority,7.69,Low,Standard customer engagement
2085-BOJKI,1643.0500000000002,0.0,Low Priority,7.69,Low,Standard customer engagement
1080-BWSYE,1641.6,0.0,Low Priority,7.68,Low,Standard customer engagement
2586-CWXVV,1641.6,0.0,Low Priority,7.68,Low,Standard customer engagement
2560-WBWXF,1642.1999999999998,0.0,Low Priority,7.68,Low,Standard customer engagement
8685-WHQPW,1636.8000000000002,0.0,Low Priority,7.66,Low,Standard customer engagement
6497-TILVL,354.90000000000003,0.1,Low Priority,7.66,Low,Standard customer engagement
3913-RDSJZ,1635.2,0.0,Low Priority,7.65,Low,Standard customer engagement
5220-AGAAX,1632.0,0.0,Low Priority,7.64,Low,Standard customer engagement
9554-DFKIC,1633.5,0.0,Low Priority,7.64,Low,Standard customer engagement
4612-SSVHJ,1629.0,0.0,Low Priority,7.62,Low,Standard customer engagement
8559-CIZFV,1627.5,0.0,Low Priority,7.61,Low,Standard customer engagement
3853-LYGAM,1626.0500000000002,0.0,Low Priority,7.61,Low,Standard customer engagement
0056-EPFBG,788.0,0.065,Low Priority,7.59,Low,Standard customer engagement
9885-MFVSU,1622.25,0.0,Low Priority,7.59,Low,Standard customer engagement
9524-EGPJC,1621.8,0.0,Low Priority,7.59,Low,Standard customer engagement
9492-TOKRI,1620.0,0.0,Low Priority,7.58,Low,Standard customer engagement
7595-EHCDL,1619.2,0.0,Low Priority,7.58,Low,Standard customer engagement
7929-DMBCV,1620.0,0.0,Low Priority,7.58,Low,Standard customer engagement
5857-XRECV,41.0,0.1225,Low Priority,7.54,Low,Standard customer engagement
2662-NNTDK,1612.0,0.0,Low Priority,7.54,Low,Standard customer engagement
6485-QXWWE,1612.0,0.0,Low Priority,7.54,Low,Standard customer engagement
7225-CBZPL,1611.6,0.0,Low Priority,7.54,Low,Standard customer engagement
2916-BQZLN,1610.25,0.0,Low Priority,7.53,Low,Standard customer engagement
2606-PKWJB,1610.0,0.0,Low Priority,7.53,Low,Standard customer engagement
0485-ZBSLN,1608.75,0.0,Low Priority,7.53,Low,Standard customer engagement
3115-CZMZD,20.25,0.1236999999999999,Low Priority,7.52,Low,Standard customer engagement
1301-LOPVR,1605.15,0.0,Low Priority,7.51,Low,Standard customer engagement
8292-FRFZQ,1604.85,0.0,Low Priority,7.51,Low,Standard customer engagement
2979-SXESE,1604.8000000000002,0.0,Low Priority,7.51,Low,Standard customer engagement
9658-WYUFB,1604.8000000000002,0.0,Low Priority,7.51,Low,Standard customer engagement
4939-KYYPY,1605.15,0.0,Low Priority,7.51,Low,Standard customer engagement
6303-KFWSL,1602.25,0.0,Low Priority,7.5,Low,Standard customer engagement
8350-NYMVI,1602.9,0.0,Low Priority,7.5,Low,Standard customer engagement
3027-YNWZU,1600.0,0.0,Low Priority,7.49,Low,Standard customer engagement
3473-XIIIT,1600.0,0.0,Low Priority,7.49,Low,Standard customer engagement
5935-FCCNB,1601.4,0.0,Low Priority,7.49,Low,Standard customer engagement
4335-BSMJS,1599.6,0.0,Low Priority,7.48,Low,Standard customer engagement
4521-YEEHE,1599.3,0.0,Low Priority,7.48,Low,Standard customer engagement
1684-FLBGS,1598.5,0.0,Low Priority,7.48,Low,Standard customer engagement
2719-BDAQO,1595.4499999999998,0.0,Low Priority,7.46,Low,Standard customer engagement
6814-ZPWFQ,1275.0,0.025,Low Priority,7.46,Low,Standard customer engagement
5940-NFXKV,1589.35,0.0,Low Priority,7.44,Low,Standard customer engagement
8946-BFWSG,1590.75,0.0,Low Priority,7.44,Low,Standard customer engagement
9953-ZMKSM,1590.75,0.0,Low Priority,7.44,Low,Standard customer engagement
7964-YESJC,1591.1999999999998,0.0,Low Priority,7.44,Low,Standard customer engagement
2233-TXSIU,755.6500000000001,0.065,Low Priority,7.44,Low,Standard customer engagement
9415-DPEWS,1590.3,0.0,Low Priority,7.44,Low,Standard customer engagement
1705-GUHPV,1524.6,0.005,Low Priority,7.43,Low,Standard customer engagement
1852-QSWCD,1587.2,0.0,Low Priority,7.43,Low,Standard customer engagement
7602-DBTOU,1391.6,0.015,Low Priority,7.41,Low,Standard customer engagement
7074-STDCN,1583.4,0.0,Low Priority,7.41,Low,Standard customer engagement
8592-PLTMQ,1580.8,0.0,Low Priority,7.4,Low,Standard customer engagement
1228-ZLNBX,1581.3,0.0,Low Priority,7.4,Low,Standard customer engagement
5829-NVSQN,1581.25,0.0,Low Priority,7.4,Low,Standard customer engagement
6713-OKOMC,297.5,0.1,Low Priority,7.39,Low,Standard customer engagement
5947-SGKCL,1580.25,0.0,Low Priority,7.39,Low,Standard customer engagement
6134-KWTBV,1450.8,0.01,Low Priority,7.39,Low,Standard customer engagement
1075-BGWOH,1580.0,0.0,Low Priority,7.39,Low,Standard customer engagement
7105-MXJLL,1578.2,0.0,Low Priority,7.38,Low,Standard customer engagement
0207-MDKNV,1576.5,0.0,Low Priority,7.38,Low,Standard customer engagement
2074-GUHPQ,1575.9,0.0,Low Priority,7.37,Low,Standard customer engagement
3955-JBZZM,1576.0,0.0,Low Priority,7.37,Low,Standard customer engagement
6258-NGCNG,164.5,0.11,Low Priority,7.37,Low,Standard customer engagement
