customer_id,ltv,ltv_segment,churn_risk,customer_segment
1352-VHKAJ,1933.2,Medium Value,Low Risk,Low Priority
5844-QVTAT,1928.85,Medium Value,Low Risk,Low Priority
0461-CVKMU,1927.4,Medium Value,Low Risk,Low Priority
2359-KMGLI,1926.0,Medium Value,Low Risk,Low Priority
0027-KWYKW,1926.25,Medium Value,Low Risk,Low Priority
9863-JZAIC,1925.0,Medium Value,Low Risk,Low Priority
7989-AWGEH,1920.8,Medium Value,Low Risk,Low Priority
6776-TLWOI,59.55,Low Value,Low Risk,Low Priority
7567-ECMCM,1916.4,Medium Value,Low Risk,Low Priority
7410-KTVFV,891.9,Low Value,Low Risk,Low Priority
0537-QYZZN,1916.4,Medium Value,Low Risk,Low Priority
3301-LSLWQ,1916.9,Medium Value,Low Risk,Low Priority
1085-LDWAM,1404.15,Medium Value,Low Risk,Low Priority
0428-IKYCP,1914.0,Medium Value,Low Risk,Low Priority
6633-SYEUS,1913.6,Medium Value,Low Risk,Low Priority
9522-BNTHX,1912.5,Medium Value,Low Risk,Low Priority
4922-CVPDX,1911.0,Medium Value,Low Risk,Low Priority
0564-MUUQK,1910.0,Medium Value,Low Risk,Low Priority
2773-MADBQ,1911.6,Medium Value,Low Risk,Low Priority
7096-ZNBZI,1904.4,Medium Value,Low Risk,Low Priority
7795-CFOCW,1903.5,Medium Value,Low Risk,Low Priority
7175-NTIXE,1903.75,Medium Value,Low Risk,Low Priority
9365-SRSZE,1904.85,Medium Value,Low Risk,Low Priority
6849-OYAMU,1900.0,Medium Value,Low Risk,Low Priority
5883-GTGVD,1899.05,Medium Value,Low Risk,Low Priority
9986-BONCE,83.8,Low Value,Low Risk,Low Priority
9388-ZEYVT,1898.45,Medium Value,Low Risk,Low Priority
3941-XTSKM,1894.2,Medium Value,Low Risk,Low Priority
1626-ERCMM,1891.0,Medium Value,Low Risk,Low Priority
4183-MYFRB,1891.05,Medium Value,Low Risk,Low Priority
1116-FRYVH,1891.2,Medium Value,Low Risk,Low Priority
2956-GGUCQ,1892.4,Medium Value,Low Risk,Low Priority
4625-XMOYM,1890.0,Medium Value,Low Risk,Low Priority
6427-FEFIG,1886.4,Medium Value,Low Risk,Low Priority
1216-JWVUX,1887.5,Medium Value,Low Risk,Low Priority
6617-WLBQC,1882.55,Medium Value,Low Risk,Low Priority
0810-BDHAW,1881.6,Medium Value,Low Risk,Low Priority
5609-CEBID,1882.0,Medium Value,Low Risk,Low Priority
9838-BFCQT,1879.2,Medium Value,Low Risk,Low Priority
1845-CSBRZ,1877.7,Medium Value,Low Risk,Low Priority
9992-RRAMN,1872.2,Medium Value,Low Risk,Low Priority
6917-FIJHC,1872.0,Medium Value,Low Risk,Low Priority
1544-JJMYL,1872.45,Medium Value,Low Risk,Low Priority
9430-NKQLY,1807.2,Medium Value,Low Risk,Low Priority
5334-AFQJB,1807.2,Medium Value,Low Risk,Low Priority
7054-ENNGU,457.65,Low Value,Low Risk,Low Priority
3088-FVYWK,1354.15,Medium Value,Low Risk,Low Priority
2483-XSSMZ,1866.15,Medium Value,Low Risk,Low Priority
7978-DKUQH,1865.0,Medium Value,Low Risk,Low Priority
7703-ZEKEF,1863.0,Medium Value,Low Risk,Low Priority
8725-JEDFD,1864.35,Medium Value,Low Risk,Low Priority
9129-UXERG,1864.8,Medium Value,Low Risk,Low Priority
5934-RMPOV,1864.5,Medium Value,Low Risk,Low Priority
6810-VCAEX,1863.55,Medium Value,Low Risk,Low Priority
4707-MAXGU,1861.2,Medium Value,Low Risk,Low Priority
8318-LCNBW,1860.25,Medium Value,Low Risk,Low Priority
5201-FRKKS,1857.5,Medium Value,Low Risk,Low Priority
6933-VLYFX,1858.45,Medium Value,Low Risk,Low Priority
4404-HIBDJ,1857.5,Medium Value,Low Risk,Low Priority
5572-ZDXHY,1854.6,Medium Value,Low Risk,Low Priority
2887-JPYLU,1853.2,Medium Value,Low Risk,Low Priority
2509-TFPJU,1854.0,Medium Value,Low Risk,Low Priority
2452-MRMZF,1850.4,Medium Value,Low Risk,Low Priority
8734-FNWVH,1850.7,Medium Value,Low Risk,Low Priority
0377-JBKKT,1274.9,Medium Value,Low Risk,Low Priority
1767-CJKBA,1656.6,Medium Value,Low Risk,Low Priority
4231-LZUYM,1846.8,Medium Value,Low Risk,Low Priority
7816-VGHTO,243.3,Low Value,Low Risk,Low Priority
2961-VNFKL,1842.45,Medium Value,Low Risk,Low Priority
6285-FTQBF,1839.6,Medium Value,Low Risk,Low Priority
0480-BIXDE,1839.2,Medium Value,Low Risk,Low Priority
0788-DXBFY,1133.9,Medium Value,Low Risk,Low Priority
4072-IPYLT,1837.8,Medium Value,Low Risk,Low Priority
5598-IKHQQ,1832.4,Medium Value,Low Risk,Low Priority
0373-AIVNJ,355.95,Low Value,Low Risk,Low Priority
0578-SKVMF,1832.6,Medium Value,Low Risk,Low Priority
0795-XCCTE,1828.8,Medium Value,Low Risk,Low Priority
4312-KFRXN,1828.8,Medium Value,Low Risk,Low Priority
7869-ZYDST,1830.55,Medium Value,Low Risk,Low Priority
8774-GSBUN,1828.8,Medium Value,Low Risk,Low Priority
0921-OHLVP,1827.1,Medium Value,Low Risk,Low Priority
2070-XYMFH,1825.05,Medium Value,Low Risk,Low Priority
9067-YGSCA,1823.5,Medium Value,Low Risk,Low Priority
6693-FRIRW,1823.4,Medium Value,Low Risk,Low Priority
4816-LXZYW,1820.45,Medium Value,Low Risk,Low Priority
9190-MFJLN,1822.1,Medium Value,Low Risk,Low Priority
9867-XOBQA,1116.15,Medium Value,Low Risk,Low Priority
8207-VVMYB,1820.0,Medium Value,Low Risk,Low Priority
1926-QUZNN,1818.0,Medium Value,Low Risk,Low Priority
5701-GUXDC,920.4,Low Value,Low Risk,Low Priority
6288-LBEAR,1819.3,Medium Value,Low Risk,Low Priority
7658-UYUQS,1817.55,Medium Value,Low Risk,Low Priority
2169-RRLFW,1817.6,Medium Value,Low Risk,Low Priority
1891-UAWWU,1816.0,Medium Value,Low Risk,Low Priority
9066-QRSDU,1814.7,Medium Value,Low Risk,Low Priority
6024-RUGGH,1814.4,Medium Value,Low Risk,Low Priority
5743-KHMNA,1814.05,Medium Value,Low Risk,Low Priority
6976-BWGLQ,1814.4,Medium Value,Low Risk,Low Priority
3771-PZOBW,1814.0,Medium Value,Low Risk,Low Priority
6591-QGOYB,1813.05,Medium Value,Low Risk,Low Priority
8155-IBNHG,1809.6,Medium Value,Low Risk,Low Priority
4659-NZRUF,1807.85,Medium Value,Low Risk,Low Priority
1635-NZATJ,1806.95,Medium Value,Low Risk,Low Priority
0771-WLCLA,1807.2,Medium Value,Low Risk,Low Priority
3261-CQXOL,1806.95,Medium Value,Low Risk,Low Priority
7673-LPRNY,1806.65,Medium Value,Low Risk,Low Priority
8663-UPDGF,1807.0,Medium Value,Low Risk,Low Priority
5884-FBCTL,1807.2,Medium Value,Low Risk,Low Priority
9342-VNIMQ,1803.45,Medium Value,Low Risk,Low Priority
7361-YPXFS,1804.6,Medium Value,Low Risk,Low Priority
1104-FEJAM,1803.2000000000005,Medium Value,Low Risk,Low Priority
3452-GWUIN,1804.05,Medium Value,Low Risk,Low Priority
2519-ERQOJ,1801.8,Medium Value,Low Risk,Low Priority
0174-QRVVY,1799.85,Medium Value,Low Risk,Low Priority
5605-XNWEN,1800.0,Medium Value,Low Risk,Low Priority
8224-KDLKN,1800.0,Medium Value,Low Risk,Low Priority
4836-WNFNO,1800.0,Medium Value,Low Risk,Low Priority
4824-GUCBY,1797.4,Medium Value,Low Risk,Low Priority
8784-CGILN,1797.3,Medium Value,Low Risk,Low Priority
7240-FQLHE,1795.5,Medium Value,Low Risk,Low Priority
1820-DJFPH,1731.6,Medium Value,Low Risk,Low Priority
6778-EICRF,1795.1999999999998,Medium Value,Low Risk,Low Priority
1025-FALIX,1795.3,Medium Value,Low Risk,Low Priority
7480-SPLEF,1794.0,Medium Value,Low Risk,Low Priority
7980-MHFLQ,1792.8,Medium Value,Low Risk,Low Priority
7780-OTDSO,1789.2,Medium Value,Low Risk,Low Priority
8237-ULIXL,1789.2,Medium Value,Low Risk,Low Priority
6827-IEAUQ,1786.0500000000002,Medium Value,Low Risk,Low Priority
0829-XXPLX,1788.0,Medium Value,Low Risk,Low Priority
0496-AHOOK,1785.6,Medium Value,Low Risk,Low Priority
8749-TZYEC,1785.6,Medium Value,Low Risk,Low Priority
5626-MGTUK,1782.0,Medium Value,Low Risk,Low Priority
8092-NLTGF,1782.0,Medium Value,Low Risk,Low Priority
6181-AXXYF,1782.0,Medium Value,Low Risk,Low Priority
4193-IBKSW,1782.0,Medium Value,Low Risk,Low Priority
3354-OADJP,434.0,Low Value,Low Risk,Low Priority
0611-DFXKO,1780.0,Medium Value,Low Risk,Low Priority
5854-KSRBJ,1778.0,Medium Value,Low Risk,Low Priority
1987-AUELQ,1778.55,Medium Value,Low Risk,Low Priority
7167-PCEYD,1326.6,Medium Value,Low Risk,Low Priority
8851-RAGOV,1776.25,Medium Value,Low Risk,Low Priority
3082-YVEKW,1774.45,Medium Value,Low Risk,Low Priority
2115-BFTIW,1773.75,Medium Value,Low Risk,Low Priority
9153-BTBVV,1775.0,Medium Value,Low Risk,Low Priority
5366-IJEQJ,1774.0,Medium Value,Low Risk,Low Priority
7841-FCRQD,1773.75,Medium Value,Low Risk,Low Priority
3810-PJUHR,1774.5,Medium Value,Low Risk,Low Priority
7115-IRDHS,1774.8,Medium Value,Low Risk,Low Priority
9874-QLCLH,1771.4,Medium Value,Low Risk,Low Priority
5296-PSYVW,1767.6,Medium Value,Low Risk,Low Priority
2696-RZVZW,1703.4,Medium Value,Low Risk,Low Priority
5115-SQAAU,1766.4,Medium Value,Low Risk,Low Priority
3836-FZSDJ,1764.35,Medium Value,Low Risk,Low Priority
6010-DDPPW,1760.5,Medium Value,Low Risk,Low Priority
0394-YONDK,1760.5,Medium Value,Low Risk,Low Priority
6651-RLGGM,1762.1,Medium Value,Low Risk,Low Priority
0402-OAMEN,1760.4,Medium Value,Low Risk,Low Priority
8212-CRQXP,1760.0,Medium Value,Low Risk,Low Priority
4443-EMBNA,1757.25,Medium Value,Low Risk,Low Priority
4422-QVIJA,1755.25,Medium Value,Low Risk,Low Priority
3118-UHVVQ,1754.4,Medium Value,Low Risk,Low Priority
7711-GQBZC,1753.7,Medium Value,Low Risk,Low Priority
7684-XSZIY,1749.6,Medium Value,Low Risk,Low Priority
8735-SDUFN,1749.6,Medium Value,Low Risk,Low Priority
4565-NLZBV,1750.15,Medium Value,Low Risk,Low Priority
5699-BNCAS,1750.15,Medium Value,Low Risk,Low Priority
7225-IILWY,1751.0,Medium Value,Low Risk,Low Priority
6035-BXTTY,1748.8,Medium Value,Low Risk,Low Priority
1240-HCBOH,1748.7,Medium Value,Low Risk,Low Priority
6298-QDFNH,1745.6999999999998,Medium Value,Low Risk,Low Priority
5832-EXGTT,1745.8000000000002,Medium Value,Low Risk,Low Priority
0480-KYJVA,1746.0,Medium Value,Low Risk,Low Priority
7340-KEFQE,1744.2,Medium Value,Low Risk,Low Priority
0365-BZUWY,1743.35,Medium Value,Low Risk,Low Priority
2189-UXTKY,1742.4,Medium Value,Low Risk,Low Priority
4121-AGSIN,1421.0,Medium Value,Low Risk,Low Priority
5406-KGRMX,1743.05,Medium Value,Low Risk,Low Priority
9839-ETQOE,1739.35,Medium Value,Low Risk,Low Priority
9668-PUGNU,1739.5,Medium Value,Low Risk,Low Priority
0626-QXNGV,1738.8,Medium Value,Low Risk,Low Priority
6575-SUVOI,1737.5,Medium Value,Low Risk,Low Priority
7010-BRBUU,1735.2,Medium Value,Low Risk,Low Priority
5846-ABOBJ,1735.95,Medium Value,Low Risk,Low Priority
3612-YVGSJ,1735.95,Medium Value,Low Risk,Low Priority
5175-WLYXL,1734.6999999999998,Medium Value,Low Risk,Low Priority
3580-GICBM,1476.2,Medium Value,Low Risk,Low Priority
5423-BHIXO,1734.4,Medium Value,Low Risk,Low Priority
7924-GJZFI,1732.5,Medium Value,Low Risk,Low Priority
3956-CJUST,1734.2,Medium Value,Low Risk,Low Priority
3696-DFHHB,1734.0,Medium Value,Low Risk,Low Priority
9964-WBQDJ,1732.4,Medium Value,Low Risk,Low Priority
3629-ZNKXA,1730.6,Medium Value,Low Risk,Low Priority
3967-VQOGC,1668.3,Medium Value,Low Risk,Low Priority
9365-CSLBQ,1728.85,Medium Value,Low Risk,Low Priority
7163-OCEQI,1730.3000000000002,Medium Value,Low Risk,Low Priority
1299-AURJA,1729.0,Medium Value,Low Risk,Low Priority
3744-ZRRDZ,1729.35,Medium Value,Low Risk,Low Priority
9574-BOSMD,1727.1999999999998,Medium Value,Low Risk,Low Priority
7850-VWJUU,1725.0,Medium Value,Low Risk,Low Priority
3251-YMVWZ,1274.65,Medium Value,Low Risk,Low Priority
4950-BDEUX,1722.0,Medium Value,Low Risk,Low Priority
5982-XMDEX,1722.5,Medium Value,Low Risk,Low Priority
7014-ZZXAW,1721.75,Medium Value,Low Risk,Low Priority
3148-AOIQT,1721.55,Medium Value,Low Risk,Low Priority
4325-NFSKC,1721.4,Medium Value,Low Risk,Low Priority
1658-BYGOY,1718.1,Medium Value,Low Risk,Low Priority
2072-ZVJJX,1717.0,Medium Value,Low Risk,Low Priority
2834-JKOOW,688.5,Low Value,Low Risk,Low Priority
8441-SHIPE,1715.2,Medium Value,Low Risk,Low Priority
3873-WOSBC,1715.2,Medium Value,Low Risk,Low Priority
2823-LKABH,1710.9,Medium Value,Low Risk,Low Priority
8165-ZJRNM,1710.0,Medium Value,Low Risk,Low Priority
4134-BSXLX,1705.2,Medium Value,Low Risk,Low Priority
6331-EWIEB,1705.0,Medium Value,Low Risk,Low Priority
3096-GKWEB,1705.5,Medium Value,Low Risk,Low Priority
5922-ABDVO,1703.35,Medium Value,Low Risk,Low Priority
8680-CGLTP,1703.75,Medium Value,Low Risk,Low Priority
5955-ERIHD,1704.6,Medium Value,Low Risk,Low Priority
3694-GLTJM,98.25,Low Value,Low Risk,Low Priority
1131-QQZEB,1700.45,Medium Value,Low Risk,Low Priority
8200-KLNYW,1698.9,Medium Value,Low Risk,Low Priority
9397-TZSHA,1697.4,Medium Value,Low Risk,Low Priority
1555-HAPSU,1696.9,Medium Value,Low Risk,Low Priority
3727-OVPRY,1696.2,Medium Value,Low Risk,Low Priority
0562-HKHML,1696.9,Medium Value,Low Risk,Low Priority
2186-QZEYA,1697.9499999999998,Medium Value,Low Risk,Low Priority
1619-YWUBB,1696.6,Medium Value,Low Risk,Low Priority
4589-IUAJB,1697.5,Medium Value,Low Risk,Low Priority
6668-CNMFP,1697.65,Medium Value,Low Risk,Low Priority
5666-MBJPT,1631.5,Medium Value,Low Risk,Low Priority
8035-BUYVG,1694.0,Medium Value,Low Risk,Low Priority
6734-PSBAW,1695.6,Medium Value,Low Risk,Low Priority
8148-BPLZQ,1693.1999999999998,Medium Value,Low Risk,Low Priority
7161-DFHUF,1693.35,Medium Value,Low Risk,Low Priority
3427-GGZZI,1692.9,Medium Value,Low Risk,Low Priority
2474-LCNUE,1693.95,Medium Value,Low Risk,Low Priority
7268-IGMFD,1690.2,Medium Value,Low Risk,Low Priority
2143-LJULT,1691.75,Medium Value,Low Risk,Low Priority
2050-ONYDQ,1690.0,Medium Value,Low Risk,Low Priority
7964-VEXDG,1687.35,Medium Value,Low Risk,Low Priority
8875-AKBYH,1687.0,Medium Value,Low Risk,Low Priority
8644-XYTSV,1686.3,Medium Value,Low Risk,Low Priority
4195-PNGZS,1687.05,Medium Value,Low Risk,Low Priority
7217-JYHOQ,1687.1999999999998,Medium Value,Low Risk,Low Priority
5012-YSPJJ,1684.85,Medium Value,Low Risk,Low Priority
2061-VVFST,721.5,Low Value,Low Risk,Low Priority
6963-KQYQB,1683.5,Medium Value,Low Risk,Low Priority
2282-YGNOR,1682.0,Medium Value,Low Risk,Low Priority
4176-RELJR,1681.7,Medium Value,Low Risk,Low Priority
8042-RNLKO,1679.7,Medium Value,Low Risk,Low Priority
3275-RHRNE,1680.0,Medium Value,Low Risk,Low Priority
7492-TAFJD,269.85,Low Value,Low Risk,Low Priority
2580-ASVVY,1679.8,Medium Value,Low Risk,Low Priority
3509-GWQGF,1680.0,Medium Value,Low Risk,Low Priority
2560-QTSBS,1677.6,Medium Value,Low Risk,Low Priority
3254-YRILK,1675.8,Medium Value,Low Risk,Low Priority
2097-YVPKN,1673.75,Medium Value,Low Risk,Low Priority
0971-QIFJK,1673.25,Medium Value,Low Risk,Low Priority
6202-DYYFX,1672.0,Medium Value,Low Risk,Low Priority
7008-LZVOZ,1669.8,Medium Value,Low Risk,Low Priority
1821-BUCWY,1669.5,Medium Value,Low Risk,Low Priority
9337-SRRNI,1669.8,Medium Value,Low Risk,Low Priority
6484-LATFU,1669.4,Medium Value,Low Risk,Low Priority
2308-STERM,38.8,Low Value,Low Risk,Low Priority
7661-CPURM,1666.3,Medium Value,Low Risk,Low Priority
6614-VBEGU,1666.8000000000002,Medium Value,Low Risk,Low Priority
9800-ONTFE,1667.6,Medium Value,Low Risk,Low Priority
3768-VHXQO,1664.95,Medium Value,Low Risk,Low Priority
3034-ZBEQN,1665.6,Medium Value,Low Risk,Low Priority
4692-NNQRU,1663.2,Medium Value,Low Risk,Low Priority
4018-PPNDW,1470.1,Medium Value,Low Risk,Low Priority
7996-MHXLW,1659.9,Medium Value,Low Risk,Low Priority
6865-JZNKO,1659.0,Medium Value,Low Risk,Low Priority
1580-BMCMR,1658.7,Medium Value,Low Risk,Low Priority
8807-ARQET,1654.35,Medium Value,Low Risk,Low Priority
4656-CAURT,1652.55,Medium Value,Low Risk,Low Priority
6857-TKDJV,1651.55,Medium Value,Low Risk,Low Priority
9373-WSLOY,1650.0,Medium Value,Low Risk,Low Priority
0168-XZKBB,1650.15,Medium Value,Low Risk,Low Priority
7611-YKYTC,1650.0,Medium Value,Low Risk,Low Priority
0867-MKZVY,1648.0,Medium Value,Low Risk,Low Priority
4923-ADWXJ,1645.0,Medium Value,Low Risk,Low Priority
2799-TSLAG,1644.5,Medium Value,Low Risk,Low Priority
2085-BOJKI,1643.0500000000002,Medium Value,Low Risk,Low Priority
1080-BWSYE,1641.6,Medium Value,Low Risk,Low Priority
2586-CWXVV,1641.6,Medium Value,Low Risk,Low Priority
2560-WBWXF,1642.1999999999998,Medium Value,Low Risk,Low Priority
8685-WHQPW,1636.8000000000002,Medium Value,Low Risk,Low Priority
6497-TILVL,354.90000000000003,Low Value,Low Risk,Low Priority
3913-RDSJZ,1635.2,Medium Value,Low Risk,Low Priority
5220-AGAAX,1632.0,Medium Value,Low Risk,Low Priority
9554-DFKIC,1633.5,Medium Value,Low Risk,Low Priority
4612-SSVHJ,1629.0,Medium Value,Low Risk,Low Priority
8559-CIZFV,1627.5,Medium Value,Low Risk,Low Priority
3853-LYGAM,1626.0500000000002,Medium Value,Low Risk,Low Priority
0056-EPFBG,788.0,Low Value,Low Risk,Low Priority
9885-MFVSU,1622.25,Medium Value,Low Risk,Low Priority
9524-EGPJC,1621.8,Medium Value,Low Risk,Low Priority
9492-TOKRI,1620.0,Medium Value,Low Risk,Low Priority
7595-EHCDL,1619.2,Medium Value,Low Risk,Low Priority
7929-DMBCV,1620.0,Medium Value,Low Risk,Low Priority
5857-XRECV,41.0,Low Value,Low Risk,Low Priority
2662-NNTDK,1612.0,Medium Value,Low Risk,Low Priority
6485-QXWWE,1612.0,Medium Value,Low Risk,Low Priority
7225-CBZPL,1611.6,Medium Value,Low Risk,Low Priority
2916-BQZLN,1610.25,Medium Value,Low Risk,Low Priority
2606-PKWJB,1610.0,Medium Value,Low Risk,Low Priority
0485-ZBSLN,1608.75,Medium Value,Low Risk,Low Priority
3115-CZMZD,20.25,Low Value,Low Risk,Low Priority
1301-LOPVR,1605.15,Medium Value,Low Risk,Low Priority
8292-FRFZQ,1604.85,Medium Value,Low Risk,Low Priority
2979-SXESE,1604.8000000000002,Medium Value,Low Risk,Low Priority
9658-WYUFB,1604.8000000000002,Medium Value,Low Risk,Low Priority
4939-KYYPY,1605.15,Medium Value,Low Risk,Low Priority
6303-KFWSL,1602.25,Medium Value,Low Risk,Low Priority
8350-NYMVI,1602.9,Medium Value,Low Risk,Low Priority
3027-YNWZU,1600.0,Medium Value,Low Risk,Low Priority
3473-XIIIT,1600.0,Medium Value,Low Risk,Low Priority
5935-FCCNB,1601.4,Medium Value,Low Risk,Low Priority
4335-BSMJS,1599.6,Medium Value,Low Risk,Low Priority
4521-YEEHE,1599.3,Medium Value,Low Risk,Low Priority
1684-FLBGS,1598.5,Medium Value,Low Risk,Low Priority
2719-BDAQO,1595.4499999999998,Medium Value,Low Risk,Low Priority
6814-ZPWFQ,1275.0,Medium Value,Low Risk,Low Priority
5940-NFXKV,1589.35,Medium Value,Low Risk,Low Priority
8946-BFWSG,1590.75,Medium Value,Low Risk,Low Priority
9953-ZMKSM,1590.75,Medium Value,Low Risk,Low Priority
7964-YESJC,1591.1999999999998,Medium Value,Low Risk,Low Priority
2233-TXSIU,755.6500000000001,Low Value,Low Risk,Low Priority
9415-DPEWS,1590.3,Medium Value,Low Risk,Low Priority
1705-GUHPV,1524.6,Medium Value,Low Risk,Low Priority
1852-QSWCD,1587.2,Medium Value,Low Risk,Low Priority
7602-DBTOU,1391.6,Medium Value,Low Risk,Low Priority
7074-STDCN,1583.4,Medium Value,Low Risk,Low Priority
8592-PLTMQ,1580.8,Medium Value,Low Risk,Low Priority
1228-ZLNBX,1581.3,Medium Value,Low Risk,Low Priority
5829-NVSQN,1581.25,Medium Value,Low Risk,Low Priority
6713-OKOMC,297.5,Low Value,Low Risk,Low Priority
5947-SGKCL,1580.25,Medium Value,Low Risk,Low Priority
6134-KWTBV,1450.8,Medium Value,Low Risk,Low Priority
1075-BGWOH,1580.0,Medium Value,Low Risk,Low Priority
7105-MXJLL,1578.2,Medium Value,Low Risk,Low Priority
0207-MDKNV,1576.5,Medium Value,Low Risk,Low Priority
2074-GUHPQ,1575.9,Medium Value,Low Risk,Low Priority
3955-JBZZM,1576.0,Medium Value,Low Risk,Low Priority
6258-NGCNG,164.5,Low Value,Low Risk,Low Priority
6198-RTPMF,1574.1999999999998,Medium Value,Low Risk,Low Priority
7668-XCFYV,1573.35,Medium Value,Low Risk,Low Priority
7311-MQJCH,97.75,Low Value,Low Risk,Low Priority
6100-QQHEB,1573.35,Medium Value,Low Risk,Low Priority
1862-SKORY,1572.0,Medium Value,Low Risk,Low Priority
7325-ENZFI,1571.6999999999998,Medium Value,Low Risk,Low Priority
5353-WILCI,1569.4,Medium Value,Low Risk,Low Priority
6345-FZOQH,1373.1,Medium Value,Low Risk,Low Priority
0946-FKYTX,1565.2,Medium Value,Low Risk,Low Priority
1468-DEFNC,1561.6,Medium Value,Low Risk,Low Priority
4023-RTIQM,1562.4,Medium Value,Low Risk,Low Priority
4558-FANTW,1561.4499999999998,Medium Value,Low Risk,Low Priority
9361-YNQWJ,1561.6,Medium Value,Low Risk,Low Priority
6839-ITVZJ,1561.3,Medium Value,Low Risk,Low Priority
7729-XBTWX,1303.5,Medium Value,Low Risk,Low Priority
2967-MXRAV,18.8,Low Value,Low Risk,Low Priority
1396-QWFBJ,1555.05,Medium Value,Low Risk,Low Priority
8780-IHCRN,1552.9499999999998,Medium Value,Low Risk,Low Priority
3606-SBKRY,1551.55,Medium Value,Low Risk,Low Priority
1241-EZFMJ,1552.45,Medium Value,Low Risk,Low Priority
4298-OYIFC,1551.75,Medium Value,Low Risk,Low Priority
0756-MPZRL,1550.2,Medium Value,Low Risk,Low Priority
0491-KAPQG,1547.7,Medium Value,Low Risk,Low Priority
7605-BDWDC,1545.35,Medium Value,Low Risk,Low Priority
3205-MXZRA,1545.7,Medium Value,Low Risk,Low Priority
1904-WAJAA,1544.4,Medium Value,Low Risk,Low Priority
8563-OYMQY,1546.15,Medium Value,Low Risk,Low Priority
6370-ZVHDV,1543.3,Medium Value,Low Risk,Low Priority
2027-CWDNU,1540.8,Medium Value,Low Risk,Low Priority
0723-VSOBE,1539.0000000000002,Medium Value,Low Risk,Low Priority
7503-EPSZW,1539.2,Medium Value,Low Risk,Low Priority
5914-DVBWJ,1538.1,Medium Value,Low Risk,Low Priority
5565-FILXA,1538.4,Medium Value,Low Risk,Low Priority
5201-CBWYG,1537.6,Medium Value,Low Risk,Low Priority
3181-MIZBN,316.0,Low Value,Low Risk,Low Priority
5760-WRAHC,1534.5,Medium Value,Low Risk,Low Priority
7831-QGOXH,1533.6,Medium Value,Low Risk,Low Priority
7740-KKCXF,1532.55,Medium Value,Low Risk,Low Priority
9170-CCKOU,1533.4,Medium Value,Low Risk,Low Priority
8224-IVVPA,1530.9,Medium Value,Low Risk,Low Priority
0637-YLETY,1529.6,Medium Value,Low Risk,Low Priority
6967-QIQRV,1528.5,Medium Value,Low Risk,Low Priority
9208-OLGAQ,1529.1,Medium Value,Low Risk,Low Priority
4926-UMJZD,1525.2,Medium Value,Low Risk,Low Priority
8903-WMRNW,1526.25,Medium Value,Low Risk,Low Priority
6402-SSEJG,1526.25,Medium Value,Low Risk,Low Priority
4704-ERYFC,1523.5,Medium Value,Low Risk,Low Priority
2481-SBOYW,1525.0,Medium Value,Low Risk,Low Priority
9931-DCEZH,1523.2,Medium Value,Low Risk,Low Priority
2332-TODQS,1202.4,Medium Value,Low Risk,Low Priority
6614-YWYSC,1525.0,Medium Value,Low Risk,Low Priority
5337-IIWKZ,1524.9,Medium Value,Low Risk,Low Priority
3422-WJOYD,1521.8,Medium Value,Low Risk,Low Priority
2569-WGERO,1522.8,Medium Value,Low Risk,Low Priority
1389-WNUIB,1520.0,Medium Value,Low Risk,Low Priority
3663-MITLP,1518.75,Medium Value,Low Risk,Low Priority
6080-LNESI,1262.25,Medium Value,Low Risk,Low Priority
6413-XKKPU,1519.8000000000002,Medium Value,Low Risk,Low Priority
0125-LZQXK,1520.25,Medium Value,Low Risk,Low Priority
3482-ABPKK,1520.4,Medium Value,Low Risk,Low Priority
5950-AAAGJ,1517.4,Medium Value,Low Risk,Low Priority
9025-ZRPVR,170.54999999999998,Low Value,Low Risk,Low Priority
6584-VQMYT,1517.4,Medium Value,Low Risk,Low Priority
0680-DFNNY,1516.5,Medium Value,Low Risk,Low Priority
2851-MMUTZ,1516.05,Medium Value,Low Risk,Low Priority
1792-UXAFY,1515.5500000000002,Medium Value,Low Risk,Low Priority
4237-CLSMM,40.0,Low Value,Low Risk,Low Priority
2144-ESWKO,1513.6,Medium Value,Low Risk,Low Priority
0848-ZGQIJ,1514.4,Medium Value,Low Risk,Low Priority
7608-RGIRO,1512.8,Medium Value,Low Risk,Low Priority
0640-YJTPY,1512.0,Medium Value,Low Risk,Low Priority
4385-GZQXV,1511.2,Medium Value,Low Risk,Low Priority
7776-QWNFX,1512.0,Medium Value,Low Risk,Low Priority
5313-FPXWG,1254.6,Medium Value,Low Risk,Low Priority
1945-XISKS,1316.55,Medium Value,Low Risk,Low Priority
8201-AAXCB,1508.75,Medium Value,Low Risk,Low Priority
8063-RJYNF,1508.0,Medium Value,Low Risk,Low Priority
7108-DGVUU,1505.7,Medium Value,Low Risk,Low Priority
8028-PNXHQ,1503.5,Medium Value,Low Risk,Low Priority
9094-AZPHK,1502.25,Medium Value,Low Risk,Low Priority
3256-EZDBI,1501.95,Medium Value,Low Risk,Low Priority
0603-TPMIB,1501.55,Medium Value,Low Risk,Low Priority
3891-NLXJB,1500.35,Medium Value,Low Risk,Low Priority
6292-TOSSS,1245.0,Medium Value,Low Risk,Low Priority
9087-EYCPR,1500.0,Medium Value,Low Risk,Low Priority
0378-NHQXU,1500.25,Medium Value,Low Risk,Low Priority
7989-VCQOH,1498.5,Medium Value,Low Risk,Low Priority
