customer_id,churn_probability,churn_risk,ltv,customer_segment,retention_priority_score,retention_priority
5022-KVDQT,0.0,Low Risk,2195.1,Low Priority,10.27,Low
5149-TGWDZ,0.0,Low Risk,2195.55,Low Priority,10.27,Low
0654-HMSHN,0.0,Low Risk,2192.4,Low Priority,10.26,Low
4423-YLHDV,0.0,Low Risk,2192.4,Low Priority,10.26,Low
4115-BNPJY,0.0,Low Risk,2190.95,Low Priority,10.25,Low
9793-WECQC,0.0,Low Risk,2191.9,Low Priority,10.25,Low
5956-YHHRX,0.0,Low Risk,2191.35,Low Priority,10.25,Low
5203-XEHAX,0.0,Low Risk,2187.9,Low Priority,10.24,Low
8409-WQJUX,0.065,Low Risk,1355.0,Low Priority,10.24,Low
6242-MBHPK,0.0,Low Risk,2187.3,Low Priority,10.23,Low
4730-AWNAU,0.0,Low Risk,2185.2000000000003,Low Priority,10.22,Low
3014-WJKSM,0.0,Low Risk,2183.7,Low Priority,10.22,Low
5832-TRLPB,0.0,Low Risk,2185.15,Low Priority,10.22,Low
5519-YLDGW,0.0,Low Risk,2181.9,Low Priority,10.21,Low
3223-WZWJM,0.0,Low Risk,2182.7000000000003,Low Priority,10.21,Low
7336-RLLRH,0.0,Low Risk,2182.95,Low Priority,10.21,Low
9411-TPQQV,0.0,Low Risk,2182.0,Low Priority,10.21,Low
8017-LXHFA,0.0,Low Risk,2179.25,Low Priority,10.2,Low
2911-UREFD,0.0,Low Risk,2180.1,Low Priority,10.2,Low
8436-BJUMM,0.0,Low Risk,2177.5,Low Priority,10.19,Low
4808-YNLEU,0.0,Low Risk,2175.25,Low Priority,10.18,Low
5233-AOZUF,0.0,Low Risk,2173.55,Low Priority,10.17,Low
2027-DNKIV,0.0,Low Risk,2173.75,Low Priority,10.17,Low
5062-CJJKH,0.065,Low Risk,1341.25,Low Priority,10.17,Low
7979-CORPM,0.0,Low Risk,2173.2,Low Priority,10.17,Low
8980-WQFWL,0.0,Low Risk,2173.5,Low Priority,10.17,Low
4510-PYUSH,0.0,Low Risk,2171.7,Low Priority,10.16,Low
0234-TEVTT,0.0,Low Risk,2160.0,Low Priority,10.11,Low
6281-FKEWS,0.0,Low Risk,2158.2,Low Priority,10.1,Low
1247-QBVSH,0.0,Low Risk,2158.6,Low Priority,10.1,Low
8565-CLBZW,0.0,Low Risk,2156.4,Low Priority,10.09,Low
3002-WQZWT,0.0,Low Risk,2151.8,Low Priority,10.07,Low
6598-KELSS,0.0,Low Risk,2152.5,Low Priority,10.07,Low
6137-MFAJN,0.0,Low Risk,2150.4,Low Priority,10.06,Low
1307-ATKGB,0.0,Low Risk,2149.2,Low Priority,10.05,Low
5666-CYCYZ,0.0,Low Risk,2149.2,Low Priority,10.05,Low
5522-NYKPB,0.0,Low Risk,2147.5,Low Priority,10.05,Low
2640-PMGFL,0.0,Low Risk,2146.5,Low Priority,10.04,Low
1125-SNVCK,0.0,Low Risk,2146.2,Low Priority,10.04,Low
2305-MRGLV,0.0,Low Risk,2143.4,Low Priority,10.03,Low
6119-SPUDB,0.03,Low Risk,1759.5,Low Priority,10.03,Low
3090-QFUVD,0.1655,Low Risk,20.3,Low Priority,10.02,Low
3727-OWVYD,0.0,Low Risk,2142.0,Low Priority,10.02,Low
7030-NJVDP,0.0,Low Risk,2142.0,Low Priority,10.02,Low
4716-HHKQH,0.0,Low Risk,2141.0,Low Priority,10.02,Low
2724-FJDYW,0.0,Low Risk,2139.15,Low Priority,10.01,Low
8221-EQDGL,0.0,Low Risk,2135.0,Low Priority,9.99,Low
9259-PACGQ,0.0,Low Risk,2130.1,Low Priority,9.97,Low
4223-BKEOR,0.06,Low Risk,1361.85,Low Priority,9.97,Low
9470-RTWDV,0.0,Low Risk,2132.0,Low Priority,9.97,Low
2208-NQBCT,0.0,Low Risk,2130.7000000000003,Low Priority,9.97,Low
8731-WBBMB,0.0,Low Risk,2129.4,Low Priority,9.96,Low
9809-IMGCQ,0.0,Low Risk,2127.4,Low Priority,9.95,Low
4822-YCXMX,0.0,Low Risk,2120.0,Low Priority,9.92,Low
2249-YPRNG,0.0,Low Risk,2117.0,Low Priority,9.9,Low
5537-UXXVS,0.135,Low Risk,385.0,Low Priority,9.9,Low
3196-NVXLZ,0.0,Low Risk,2115.0,Low Priority,9.89,Low
0068-FIGTF,0.0,Low Risk,2111.4,Low Priority,9.88,Low
2364-UFROM,0.0,Low Risk,2112.0,Low Priority,9.88,Low
2027-OAQQC,0.0,Low Risk,2109.15,Low Priority,9.87,Low
1137-DGOWI,0.0,Low Risk,2107.5,Low Priority,9.86,Low
6103-BOCOU,0.0,Low Risk,2098.2000000000003,Low Priority,9.82,Low
0618-XWMSS,0.0,Low Risk,2097.2000000000003,Low Priority,9.81,Low
5982-PSMKW,0.0,Low Risk,2095.3,Low Priority,9.8,Low
5998-VVEJY,0.0,Low Risk,2093.0,Low Priority,9.79,Low
4391-LNRXK,0.0,Low Risk,2088.9,Low Priority,9.77,Low
6131-FOYAS,0.0,Low Risk,2086.0,Low Priority,9.76,Low
3647-GMGDH,0.0,Low Risk,2083.4,Low Priority,9.75,Low
0997-YTLNY,0.09,Low Risk,927.2,Low Priority,9.74,Low
4124-MMETB,0.0,Low Risk,2082.3,Low Priority,9.74,Low
0020-JDNXP,0.0,Low Risk,2082.5,Low Priority,9.74,Low
3570-YUEKJ,0.0,Low Risk,2081.1,Low Priority,9.74,Low
4504-YOULA,0.0,Low Risk,2080.75,Low Priority,9.73,Low
3450-WXOAT,0.0,Low Risk,2079.2000000000003,Low Priority,9.73,Low
0980-FEXWF,0.06,Low Risk,1309.1,Low Priority,9.72,Low
4132-POCZS,0.0,Low Risk,2074.8,Low Priority,9.71,Low
9921-QFQUL,0.0,Low Risk,2073.4500000000003,Low Priority,9.7,Low
3280-MRDOF,0.0,Low Risk,2073.0,Low Priority,9.7,Low
0634-SZPQA,0.0,Low Risk,2071.15,Low Priority,9.69,Low
9555-SAHUZ,0.0,Low Risk,2071.0,Low Priority,9.69,Low
5709-LVOEQ,0.155,Low Risk,80.85,Low Priority,9.68,Low
2322-VCZHZ,0.0,Low Risk,2070.0,Low Priority,9.68,Low
2925-MXLSX,0.0,Low Risk,2068.5,Low Priority,9.68,Low
2202-OUTMO,0.0,Low Risk,2068.9,Low Priority,9.68,Low
0842-IWYCP,0.0,Low Risk,2067.7000000000003,Low Priority,9.67,Low
6985-HAYWX,0.0,Low Risk,2061.8,Low Priority,9.65,Low
2065-MMKGR,0.0,Low Risk,2059.0,Low Priority,9.63,Low
7036-ZZKBD,0.0,Low Risk,2058.4,Low Priority,9.63,Low
4903-CNOZC,0.0,Low Risk,2056.1000000000004,Low Priority,9.62,Low
9309-BZGNT,0.0,Low Risk,2056.2000000000003,Low Priority,9.62,Low
2523-EWWZL,0.0,Low Risk,2054.7,Low Priority,9.61,Low
9581-GVBXT,0.0,Low Risk,2053.2,Low Priority,9.61,Low
9722-UJOJR,0.0,Low Risk,2051.75,Low Priority,9.6,Low
2683-JXWQQ,0.0,Low Risk,2049.6,Low Priority,9.59,Low
9355-NPPFS,0.0,Low Risk,2048.8,Low Priority,9.59,Low
5482-VXSXJ,0.0,Low Risk,2050.4,Low Priority,9.59,Low
0064-YIJGF,0.0,Low Risk,2045.25,Low Priority,9.57,Low
0816-TSPHQ,0.1562,Low Risk,41.5,Low Priority,9.57,Low
7969-AULMZ,0.0,Low Risk,2044.35,Low Priority,9.56,Low
3737-XBQDD,0.0,Low Risk,2036.4,Low Priority,9.53,Low
5151-HQRDG,0.0,Low Risk,2036.85,Low Priority,9.53,Low
0980-PVMRC,0.0,Low Risk,2034.0,Low Priority,9.52,Low
6840-RESVB,0.0,Low Risk,2035.2,Low Priority,9.52,Low
2811-POVEX,0.0,Low Risk,2034.35,Low Priority,9.52,Low
7963-SHNDT,0.0,Low Risk,2033.2,Low Priority,9.51,Low
9122-UMROB,0.157,Low Risk,20.3,Low Priority,9.51,Low
9961-JBNMK,0.0,Low Risk,2032.8,Low Priority,9.51,Low
0257-ZESQC,0.0,Low Risk,2030.4,Low Priority,9.5,Low
1810-MVMAI,0.0,Low Risk,2028.0,Low Priority,9.49,Low
7825-ECJRF,0.0,Low Risk,2025.4,Low Priority,9.48,Low
5656-MJEFC,0.0,Low Risk,2022.3,Low Priority,9.46,Low
9281-PKKZE,0.0,Low Risk,2021.7,Low Priority,9.46,Low
6481-LXPWL,0.0,Low Risk,2021.6,Low Priority,9.46,Low
8241-JUIQO,0.065,Low Risk,1186.45,Low Priority,9.45,Low
6603-YRDCJ,0.0,Low Risk,2014.65,Low Priority,9.43,Low
5170-PTRKA,0.02,Low Risk,1754.1999999999998,Low Priority,9.41,Low
0187-WZNAB,0.0,Low Risk,2008.8,Low Priority,9.4,Low
5478-JJVZK,0.0,Low Risk,2009.7,Low Priority,9.4,Low
5777-KJIRB,0.0,Low Risk,2010.0,Low Priority,9.4,Low
3506-OVLKD,0.085,Low Risk,917.0,Low Priority,9.39,Low
3391-JSQEW,0.0,Low Risk,2006.0,Low Priority,9.38,Low
4213-HKBJO,0.09,Low Risk,848.1,Low Priority,9.37,Low
5766-XQXMQ,0.0,Low Risk,1996.65,Low Priority,9.34,Low
7133-VBDCG,0.0,Low Risk,1996.25,Low Priority,9.34,Low
2504-DSHIH,0.0,Low Risk,1996.4,Low Priority,9.34,Low
2294-SALNE,0.0,Low Risk,1996.4,Low Priority,9.34,Low
5593-SUAOO,0.0,Low Risk,1995.6,Low Priority,9.34,Low
1452-XRSJV,0.0,Low Risk,1990.95,Low Priority,9.31,Low
9853-JFZDU,0.0,Low Risk,1989.75,Low Priority,9.31,Low
3933-DQPWX,0.0,Low Risk,1985.0,Low Priority,9.29,Low
4003-OCTMP,0.0,Low Risk,1984.0,Low Priority,9.28,Low
6096-EGVTU,0.03,Low Risk,1593.6,Low Priority,9.26,Low
9919-KNPOO,0.0,Low Risk,1980.3,Low Priority,9.26,Low
4094-NSEDU,0.0,Low Risk,1979.25,Low Priority,9.26,Low
5057-LCOUI,0.0,Low Risk,1979.25,Low Priority,9.26,Low
7270-BDIOA,0.0,Low Risk,1980.0,Low Priority,9.26,Low
4747-LCAQL,0.0,Low Risk,1975.0,Low Priority,9.24,Low
1754-GKYPY,0.0,Low Risk,1974.5,Low Priority,9.24,Low
4450-YOOHP,0.0,Low Risk,1975.35,Low Priority,9.24,Low
9074-KGVOX,0.0,Low Risk,1972.5,Low Priority,9.23,Low
0463-TXOAK,0.05,Low Risk,1331.2,Low Priority,9.23,Low
6683-VLCTZ,0.0,Low Risk,1971.0,Low Priority,9.22,Low
0369-ZGOVK,0.0,Low Risk,1971.2000000000005,Low Priority,9.22,Low
3211-AAPKX,0.0,Low Risk,1971.0,Low Priority,9.22,Low
7892-QVYKW,0.0,Low Risk,1968.8,Low Priority,9.21,Low
4837-PZTIC,0.0,Low Risk,1969.3,Low Priority,9.21,Low
4521-WFJAI,0.04,Low Risk,1453.2,Low Priority,9.2,Low
4664-NJCMS,0.0,Low Risk,1965.15,Low Priority,9.19,Low
5449-FIBXJ,0.0,Low Risk,1962.7,Low Priority,9.18,Low
0121-SNYRK,0.015,Low Risk,1770.0,Low Priority,9.18,Low
2045-BMBTJ,0.0,Low Risk,1961.85,Low Priority,9.18,Low
8383-SGHJU,0.0,Low Risk,1960.2,Low Priority,9.17,Low
0584-BJQGZ,0.0,Low Risk,1958.75,Low Priority,9.16,Low
2038-YSEZE,0.0,Low Risk,1956.05,Low Priority,9.15,Low
3943-KDREE,0.0,Low Risk,1948.7,Low Priority,9.12,Low
3340-QBBFM,0.0,Low Risk,1947.6,Low Priority,9.11,Low
6693-DJWTY,0.0,Low Risk,1946.0,Low Priority,9.1,Low
4999-IEZLT,0.0,Low Risk,1943.7,Low Priority,9.09,Low
4835-YSJMR,0.0,Low Risk,1942.2,Low Priority,9.09,Low
4277-UDIEF,0.0,Low Risk,1944.0,Low Priority,9.09,Low
7299-GNVPL,0.0,Low Risk,1941.2,Low Priority,9.08,Low
9909-IDLEK,0.0,Low Risk,1936.0,Low Priority,9.06,Low
5575-GNVDE,0.0,Low Risk,1936.3,Low Priority,9.06,Low
8845-LWKGE,0.0,Low Risk,1935.0,Low Priority,9.05,Low
0096-FCPUF,0.0,Low Risk,1935.0,Low Priority,9.05,Low
6440-DKQGE,0.0,Low Risk,1935.0,Low Priority,9.05,Low
3057-VJJQE,0.0,Low Risk,1933.75,Low Priority,9.05,Low
2188-SXWVT,0.005,Low Risk,1870.0,Low Priority,9.05,Low
2703-AMTUL,0.0,Low Risk,1931.4,Low Priority,9.04,Low
1352-VHKAJ,0.0,Low Risk,1933.2,Low Priority,9.04,Low
5844-QVTAT,0.0,Low Risk,1928.85,Low Priority,9.02,Low
0461-CVKMU,0.0,Low Risk,1927.4,Low Priority,9.02,Low
2359-KMGLI,0.0,Low Risk,1926.0,Low Priority,9.01,Low
0027-KWYKW,0.0,Low Risk,1926.25,Low Priority,9.01,Low
9863-JZAIC,0.0,Low Risk,1925.0,Low Priority,9.01,Low
7989-AWGEH,0.0,Low Risk,1920.8,Low Priority,8.99,Low
6776-TLWOI,0.145,Low Risk,59.55,Low Priority,8.98,Low
7567-ECMCM,0.0,Low Risk,1916.4,Low Priority,8.97,Low
7410-KTVFV,0.08,Low Risk,891.9,Low Priority,8.97,Low
0537-QYZZN,0.0,Low Risk,1916.4,Low Priority,8.97,Low
3301-LSLWQ,0.0,Low Risk,1916.9,Low Priority,8.97,Low
1085-LDWAM,0.04,Low Risk,1404.15,Low Priority,8.97,Low
0428-IKYCP,0.0,Low Risk,1914.0,Low Priority,8.95,Low
6633-SYEUS,0.0,Low Risk,1913.6,Low Priority,8.95,Low
9522-BNTHX,0.0,Low Risk,1912.5,Low Priority,8.95,Low
4922-CVPDX,0.0,Low Risk,1911.0,Low Priority,8.94,Low
0564-MUUQK,0.0,Low Risk,1910.0,Low Priority,8.94,Low
2773-MADBQ,0.0,Low Risk,1911.6,Low Priority,8.94,Low
7096-ZNBZI,0.0,Low Risk,1904.4,Low Priority,8.91,Low
7795-CFOCW,0.0,Low Risk,1903.5,Low Priority,8.91,Low
7175-NTIXE,0.0,Low Risk,1903.75,Low Priority,8.91,Low
9365-SRSZE,0.0,Low Risk,1904.85,Low Priority,8.91,Low
6849-OYAMU,0.0,Low Risk,1900.0,Low Priority,8.89,Low
5883-GTGVD,0.0,Low Risk,1899.05,Low Priority,8.88,Low
9986-BONCE,0.1415,Low Risk,83.8,Low Priority,8.88,Low
9388-ZEYVT,0.0,Low Risk,1898.45,Low Priority,8.88,Low
3941-XTSKM,0.0,Low Risk,1894.2,Low Priority,8.86,Low
1626-ERCMM,0.0,Low Risk,1891.0,Low Priority,8.85,Low
4183-MYFRB,0.0,Low Risk,1891.05,Low Priority,8.85,Low
1116-FRYVH,0.0,Low Risk,1891.2,Low Priority,8.85,Low
2956-GGUCQ,0.0,Low Risk,1892.4,Low Priority,8.85,Low
4625-XMOYM,0.0,Low Risk,1890.0,Low Priority,8.84,Low
6427-FEFIG,0.0,Low Risk,1886.4,Low Priority,8.83,Low
1216-JWVUX,0.0,Low Risk,1887.5,Low Priority,8.83,Low
6617-WLBQC,0.0,Low Risk,1882.55,Low Priority,8.81,Low
0810-BDHAW,0.0,Low Risk,1881.6,Low Priority,8.8,Low
5609-CEBID,0.0,Low Risk,1882.0,Low Priority,8.8,Low
9838-BFCQT,0.0,Low Risk,1879.2,Low Priority,8.79,Low
1845-CSBRZ,0.0,Low Risk,1877.7,Low Priority,8.78,Low
9992-RRAMN,0.0,Low Risk,1872.2,Low Priority,8.76,Low
6917-FIJHC,0.0,Low Risk,1872.0,Low Priority,8.76,Low
1544-JJMYL,0.0,Low Risk,1872.45,Low Priority,8.76,Low
9430-NKQLY,0.005,Low Risk,1807.2,Low Priority,8.75,Low
5334-AFQJB,0.005,Low Risk,1807.2,Low Priority,8.75,Low
7054-ENNGU,0.11,Low Risk,457.65,Low Priority,8.74,Low
3088-FVYWK,0.04,Low Risk,1354.15,Low Priority,8.74,Low
2483-XSSMZ,0.0,Low Risk,1866.15,Low Priority,8.73,Low
7978-DKUQH,0.0,Low Risk,1865.0,Low Priority,8.73,Low
7703-ZEKEF,0.0,Low Risk,1863.0,Low Priority,8.72,Low
8725-JEDFD,0.0,Low Risk,1864.35,Low Priority,8.72,Low
9129-UXERG,0.0,Low Risk,1864.8,Low Priority,8.72,Low
5934-RMPOV,0.0,Low Risk,1864.5,Low Priority,8.72,Low
6810-VCAEX,0.0,Low Risk,1863.55,Low Priority,8.72,Low
4707-MAXGU,0.0,Low Risk,1861.2,Low Priority,8.71,Low
8318-LCNBW,0.0,Low Risk,1860.25,Low Priority,8.7,Low
5201-FRKKS,0.0,Low Risk,1857.5,Low Priority,8.69,Low
6933-VLYFX,0.0,Low Risk,1858.45,Low Priority,8.69,Low
4404-HIBDJ,0.0,Low Risk,1857.5,Low Priority,8.69,Low
5572-ZDXHY,0.0,Low Risk,1854.6,Low Priority,8.68,Low
2887-JPYLU,0.0,Low Risk,1853.2,Low Priority,8.67,Low
2509-TFPJU,0.0,Low Risk,1854.0,Low Priority,8.67,Low
2452-MRMZF,0.0,Low Risk,1850.4,Low Priority,8.66,Low
8734-FNWVH,0.0,Low Risk,1850.7,Low Priority,8.66,Low
0377-JBKKT,0.045,Low Risk,1274.9,Low Priority,8.66,Low
1767-CJKBA,0.015,Low Risk,1656.6,Low Priority,8.65,Low
4231-LZUYM,0.0,Low Risk,1846.8,Low Priority,8.64,Low
7816-VGHTO,0.125,Low Risk,243.3,Low Priority,8.64,Low
2961-VNFKL,0.0,Low Risk,1842.45,Low Priority,8.62,Low
6285-FTQBF,0.0,Low Risk,1839.6,Low Priority,8.61,Low
0480-BIXDE,0.0,Low Risk,1839.2,Low Priority,8.6,Low
0788-DXBFY,0.055,Low Risk,1133.9,Low Priority,8.6,Low
4072-IPYLT,0.0,Low Risk,1837.8,Low Priority,8.6,Low
5598-IKHQQ,0.0,Low Risk,1832.4,Low Priority,8.57,Low
0373-AIVNJ,0.115,Low Risk,355.95,Low Priority,8.57,Low
0578-SKVMF,0.0,Low Risk,1832.6,Low Priority,8.57,Low
0795-XCCTE,0.0,Low Risk,1828.8,Low Priority,8.56,Low
4312-KFRXN,0.0,Low Risk,1828.8,Low Priority,8.56,Low
7869-ZYDST,0.0,Low Risk,1830.55,Low Priority,8.56,Low
8774-GSBUN,0.0,Low Risk,1828.8,Low Priority,8.56,Low
0921-OHLVP,0.0,Low Risk,1827.1,Low Priority,8.55,Low
2070-XYMFH,0.0,Low Risk,1825.05,Low Priority,8.54,Low
9067-YGSCA,0.0,Low Risk,1823.5,Low Priority,8.53,Low
6693-FRIRW,0.0,Low Risk,1823.4,Low Priority,8.53,Low
4816-LXZYW,0.0,Low Risk,1820.45,Low Priority,8.52,Low
9190-MFJLN,0.0,Low Risk,1822.1,Low Priority,8.52,Low
9867-XOBQA,0.055,Low Risk,1116.15,Low Priority,8.52,Low
8207-VVMYB,0.0,Low Risk,1820.0,Low Priority,8.51,Low
1926-QUZNN,0.0,Low Risk,1818.0,Low Priority,8.51,Low
5701-GUXDC,0.07,Low Risk,920.4,Low Priority,8.51,Low
6288-LBEAR,0.0,Low Risk,1819.3,Low Priority,8.51,Low
7658-UYUQS,0.0,Low Risk,1817.55,Low Priority,8.5,Low
2169-RRLFW,0.0,Low Risk,1817.6,Low Priority,8.5,Low
1891-UAWWU,0.0,Low Risk,1816.0,Low Priority,8.5,Low
9066-QRSDU,0.0,Low Risk,1814.7,Low Priority,8.49,Low
6024-RUGGH,0.0,Low Risk,1814.4,Low Priority,8.49,Low
5743-KHMNA,0.0,Low Risk,1814.05,Low Priority,8.49,Low
6976-BWGLQ,0.0,Low Risk,1814.4,Low Priority,8.49,Low
3771-PZOBW,0.0,Low Risk,1814.0,Low Priority,8.49,Low
6591-QGOYB,0.0,Low Risk,1813.05,Low Priority,8.48,Low
8155-IBNHG,0.0,Low Risk,1809.6,Low Priority,8.47,Low
4659-NZRUF,0.0,Low Risk,1807.85,Low Priority,8.46,Low
1635-NZATJ,0.0,Low Risk,1806.95,Low Priority,8.45,Low
0771-WLCLA,0.0,Low Risk,1807.2,Low Priority,8.45,Low
3261-CQXOL,0.0,Low Risk,1806.95,Low Priority,8.45,Low
7673-LPRNY,0.0,Low Risk,1806.65,Low Priority,8.45,Low
8663-UPDGF,0.0,Low Risk,1807.0,Low Priority,8.45,Low
5884-FBCTL,0.0,Low Risk,1807.2,Low Priority,8.45,Low
9342-VNIMQ,0.0,Low Risk,1803.45,Low Priority,8.44,Low
7361-YPXFS,0.0,Low Risk,1804.6,Low Priority,8.44,Low
1104-FEJAM,0.0,Low Risk,1803.2000000000005,Low Priority,8.44,Low
3452-GWUIN,0.0,Low Risk,1804.05,Low Priority,8.44,Low
2519-ERQOJ,0.0,Low Risk,1801.8,Low Priority,8.43,Low
0174-QRVVY,0.0,Low Risk,1799.85,Low Priority,8.42,Low
5605-XNWEN,0.0,Low Risk,1800.0,Low Priority,8.42,Low
8224-KDLKN,0.0,Low Risk,1800.0,Low Priority,8.42,Low
4836-WNFNO,0.0,Low Risk,1800.0,Low Priority,8.42,Low
4824-GUCBY,0.0,Low Risk,1797.4,Low Priority,8.41,Low
8784-CGILN,0.0,Low Risk,1797.3,Low Priority,8.41,Low
7240-FQLHE,0.0,Low Risk,1795.5,Low Priority,8.4,Low
1820-DJFPH,0.005,Low Risk,1731.6,Low Priority,8.4,Low
6778-EICRF,0.0,Low Risk,1795.1999999999998,Low Priority,8.4,Low
1025-FALIX,0.0,Low Risk,1795.3,Low Priority,8.4,Low
7480-SPLEF,0.0,Low Risk,1794.0,Low Priority,8.39,Low
7980-MHFLQ,0.0,Low Risk,1792.8,Low Priority,8.39,Low
7780-OTDSO,0.0,Low Risk,1789.2,Low Priority,8.37,Low
8237-ULIXL,0.0,Low Risk,1789.2,Low Priority,8.37,Low
6827-IEAUQ,0.0,Low Risk,1786.0500000000002,Low Priority,8.36,Low
0829-XXPLX,0.0,Low Risk,1788.0,Low Priority,8.36,Low
0496-AHOOK,0.0,Low Risk,1785.6,Low Priority,8.35,Low
8749-TZYEC,0.0,Low Risk,1785.6,Low Priority,8.35,Low
5626-MGTUK,0.0,Low Risk,1782.0,Low Priority,8.34,Low
8092-NLTGF,0.0,Low Risk,1782.0,Low Priority,8.34,Low
6181-AXXYF,0.0,Low Risk,1782.0,Low Priority,8.34,Low
4193-IBKSW,0.0,Low Risk,1782.0,Low Priority,8.34,Low
3354-OADJP,0.105,Low Risk,434.0,Low Priority,8.33,Low
0611-DFXKO,0.0,Low Risk,1780.0,Low Priority,8.33,Low
5854-KSRBJ,0.0,Low Risk,1778.0,Low Priority,8.32,Low
1987-AUELQ,0.0,Low Risk,1778.55,Low Priority,8.32,Low
7167-PCEYD,0.035,Low Risk,1326.6,Low Priority,8.31,Low
8851-RAGOV,0.0,Low Risk,1776.25,Low Priority,8.31,Low
3082-YVEKW,0.0,Low Risk,1774.45,Low Priority,8.3,Low
2115-BFTIW,0.0,Low Risk,1773.75,Low Priority,8.3,Low
9153-BTBVV,0.0,Low Risk,1775.0,Low Priority,8.3,Low
5366-IJEQJ,0.0,Low Risk,1774.0,Low Priority,8.3,Low
7841-FCRQD,0.0,Low Risk,1773.75,Low Priority,8.3,Low
3810-PJUHR,0.0,Low Risk,1774.5,Low Priority,8.3,Low
7115-IRDHS,0.0,Low Risk,1774.8,Low Priority,8.3,Low
9874-QLCLH,0.0,Low Risk,1771.4,Low Priority,8.29,Low
5296-PSYVW,0.0,Low Risk,1767.6,Low Priority,8.27,Low
2696-RZVZW,0.005,Low Risk,1703.4,Low Priority,8.27,Low
5115-SQAAU,0.0,Low Risk,1766.4,Low Priority,8.26,Low
3836-FZSDJ,0.0,Low Risk,1764.35,Low Priority,8.25,Low
6010-DDPPW,0.0,Low Risk,1760.5,Low Priority,8.24,Low
0394-YONDK,0.0,Low Risk,1760.5,Low Priority,8.24,Low
6651-RLGGM,0.0,Low Risk,1762.1,Low Priority,8.24,Low
0402-OAMEN,0.0,Low Risk,1760.4,Low Priority,8.24,Low
8212-CRQXP,0.0,Low Risk,1760.0,Low Priority,8.23,Low
4443-EMBNA,0.0,Low Risk,1757.25,Low Priority,8.22,Low
4422-QVIJA,0.0,Low Risk,1755.25,Low Priority,8.21,Low
3118-UHVVQ,0.0,Low Risk,1754.4,Low Priority,8.21,Low
7711-GQBZC,0.0,Low Risk,1753.7,Low Priority,8.2,Low
7684-XSZIY,0.0,Low Risk,1749.6,Low Priority,8.19,Low
8735-SDUFN,0.0,Low Risk,1749.6,Low Priority,8.19,Low
4565-NLZBV,0.0,Low Risk,1750.15,Low Priority,8.19,Low
5699-BNCAS,0.0,Low Risk,1750.15,Low Priority,8.19,Low
7225-IILWY,0.0,Low Risk,1751.0,Low Priority,8.19,Low
6035-BXTTY,0.0,Low Risk,1748.8,Low Priority,8.18,Low
1240-HCBOH,0.0,Low Risk,1748.7,Low Priority,8.18,Low
6298-QDFNH,0.0,Low Risk,1745.6999999999998,Low Priority,8.17,Low
5832-EXGTT,0.0,Low Risk,1745.8000000000002,Low Priority,8.17,Low
0480-KYJVA,0.0,Low Risk,1746.0,Low Priority,8.17,Low
7340-KEFQE,0.0,Low Risk,1744.2,Low Priority,8.16,Low
0365-BZUWY,0.0,Low Risk,1743.35,Low Priority,8.16,Low
2189-UXTKY,0.0,Low Risk,1742.4,Low Priority,8.15,Low
4121-AGSIN,0.025,Low Risk,1421.0,Low Priority,8.15,Low
5406-KGRMX,0.0,Low Risk,1743.05,Low Priority,8.15,Low
9839-ETQOE,0.0,Low Risk,1739.35,Low Priority,8.14,Low
9668-PUGNU,0.0,Low Risk,1739.5,Low Priority,8.14,Low
0626-QXNGV,0.0,Low Risk,1738.8,Low Priority,8.13,Low
6575-SUVOI,0.0,Low Risk,1737.5,Low Priority,8.13,Low
7010-BRBUU,0.0,Low Risk,1735.2,Low Priority,8.12,Low
5846-ABOBJ,0.0,Low Risk,1735.95,Low Priority,8.12,Low
3612-YVGSJ,0.0,Low Risk,1735.95,Low Priority,8.12,Low
5175-WLYXL,0.0,Low Risk,1734.6999999999998,Low Priority,8.12,Low
3580-GICBM,0.02,Low Risk,1476.2,Low Priority,8.11,Low
5423-BHIXO,0.0,Low Risk,1734.4,Low Priority,8.11,Low
7924-GJZFI,0.0,Low Risk,1732.5,Low Priority,8.11,Low
3956-CJUST,0.0,Low Risk,1734.2,Low Priority,8.11,Low
3696-DFHHB,0.0,Low Risk,1734.0,Low Priority,8.11,Low
9964-WBQDJ,0.0,Low Risk,1732.4,Low Priority,8.1,Low
3629-ZNKXA,0.0,Low Risk,1730.6,Low Priority,8.1,Low
3967-VQOGC,0.005,Low Risk,1668.3,Low Priority,8.1,Low
9365-CSLBQ,0.0,Low Risk,1728.85,Low Priority,8.09,Low
7163-OCEQI,0.0,Low Risk,1730.3000000000002,Low Priority,8.09,Low
1299-AURJA,0.0,Low Risk,1729.0,Low Priority,8.09,Low
3744-ZRRDZ,0.0,Low Risk,1729.35,Low Priority,8.09,Low
9574-BOSMD,0.0,Low Risk,1727.1999999999998,Low Priority,8.08,Low
7850-VWJUU,0.0,Low Risk,1725.0,Low Priority,8.07,Low
3251-YMVWZ,0.035,Low Risk,1274.65,Low Priority,8.06,Low
4950-BDEUX,0.0,Low Risk,1722.0,Low Priority,8.06,Low
5982-XMDEX,0.0,Low Risk,1722.5,Low Priority,8.06,Low
7014-ZZXAW,0.0,Low Risk,1721.75,Low Priority,8.05,Low
3148-AOIQT,0.0,Low Risk,1721.55,Low Priority,8.05,Low
4325-NFSKC,0.0,Low Risk,1721.4,Low Priority,8.05,Low
