customer_id,tenure,monthly_charges,total_charges,contract,internet_service,churn,monthly_revenue,estimated_lifespan,ltv,revenue_per_month,ltv_segment,predicted_churn,churn_probability,churn_risk,customer_segment
6137-NICCO,6,94.05,518.75,Month-to-month,Fiber optic,No,94.05,6,564.3,86.45833333333333,Low Value,Yes,0.55,Medium Risk,Monitor
9065-ZCPQX,72,78.85,5763.15,Two year,DSL,No,78.85,72,5677.2,80.04374999999999,High Value,,0.0,Low Risk,High Value Customer
6402-EJMWF,4,55.3,238.5,Month-to-month,DSL,No,55.3,4,221.2,59.625,Low Value,No,0.39,Low Risk,Low Priority
3620-EHIMZ,52,19.35,1031.7,Two year,No,No,19.35,52,1006.2,19.84038461538461,Medium Value,,0.0,Low Risk,Low Priority
3213-VVOLG,0,25.35,0.0,Two year,No,No,25.35,1,25.35,0.0,Low Value,,0.0,Low Risk,Low Priority
6870-ECSHE,2,20.45,34.8,One year,No,No,20.45,2,40.9,17.4,Low Value,,0.0,Low Risk,Low Priority
8747-UDCOI,65,19.35,1319.95,Two year,No,No,19.35,65,1257.75,20.30692307692308,Medium Value,,0.0,Low Risk,Low Priority
8374-XGEJJ,43,101.0,4388.4,Month-to-month,Fiber optic,Yes,101.0,43,4343.0,102.05581395348835,High Value,,0.0,Low Risk,High Value Customer
2656-TABEH,4,100.2,420.2,Month-to-month,Fiber optic,Yes,100.2,4,400.8,105.05,Low Value,,0.0,Low Risk,Low Priority
6946-LMSQS,25,89.05,2177.45,One year,Fiber optic,Yes,89.05,25,2226.25,87.098,Medium Value,No,0.27,Low Risk,Low Priority
4626-OZDTJ,51,78.65,3950.85,One year,DSL,No,78.65,51,4011.15,77.46764705882353,High Value,,0.0,Low Risk,High Value Customer
9169-BSVIN,12,74.75,827.05,Month-to-month,DSL,No,74.75,12,897.0,68.92083333333333,Low Value,,0.0,Low Risk,Low Priority
2325-ZUSFD,57,70.1,3913.3,One year,DSL,Yes,70.1,57,3995.7,68.65438596491228,High Value,No,0.08,Low Risk,High Value Customer
8194-PEEBY,24,19.9,533.5,One year,No,No,19.9,24,477.6,22.229166666666668,Low Value,,0.0,Low Risk,Low Priority
6872-HXFNF,64,58.35,3756.45,One year,DSL,No,58.35,64,3734.4,58.69453125,High Value,No,0.025,Low Risk,High Value Customer
3932-CMDTD,4,105.65,443.9,One year,Fiber optic,Yes,105.65,4,422.6,110.975,Low Value,No,0.43,Medium Risk,Monitor
7714-YXSMB,26,100.5,2599.95,Month-to-month,Fiber optic,No,100.5,26,2613.0,99.99807692307692,Medium Value,,0.0,Low Risk,Low Priority
8387-UGUSU,15,20.05,284.3,Month-to-month,No,No,20.05,15,300.75,18.953333333333333,Low Value,,0.0,Low Risk,Low Priority
1080-BWSYE,64,25.65,1740.8,Two year,No,No,25.65,64,1641.6,27.2,Medium Value,,0.0,Low Risk,Low Priority
4039-HEUNW,36,96.5,3436.1,Month-to-month,Fiber optic,Yes,96.5,36,3474.0,95.44722222222222,High Value,,0.0,Low Risk,High Value Customer
1194-HVAIF,27,95.0,2462.55,Month-to-month,Fiber optic,No,95.0,27,2565.0,91.20555555555556,Medium Value,,0.0,Low Risk,Low Priority
0812-WUPTB,1,70.85,70.85,Month-to-month,Fiber optic,Yes,70.85,1,70.85,70.85,Low Value,,0.0,Low Risk,Low Priority
3594-UVONA,35,85.95,3110.1,One year,DSL,Yes,85.95,35,3008.25,88.86,High Value,No,0.08,Low Risk,High Value Customer
0004-TLHLJ,4,73.9,280.85,Month-to-month,Fiber optic,Yes,73.9,4,295.6,70.2125,Low Value,Yes,0.615,Medium Risk,Monitor
1767-TGTKO,8,45.45,411.75,Month-to-month,DSL,No,45.45,8,363.6,51.46875,Low Value,,0.0,Low Risk,Low Priority
8439-LTUGF,10,20.0,198.6,Month-to-month,No,No,20.0,10,200.0,19.86,Low Value,,0.0,Low Risk,Low Priority
8805-JNRAZ,2,49.2,103.7,Month-to-month,DSL,No,49.2,2,98.4,51.85,Low Value,No,0.335,Low Risk,Low Priority
5089-IFSDP,58,109.45,6144.55,Two year,Fiber optic,Yes,109.45,58,6348.1,105.94051724137933,Very High Value,,0.0,Low Risk,VIP Customer
6418-HNFED,51,83.25,4089.45,Two year,DSL,No,83.25,51,4245.75,80.18529411764706,High Value,No,0.01,Low Risk,High Value Customer
0206-OYVOC,46,19.25,864.2,Two year,No,No,19.25,46,885.5,18.78695652173913,Low Value,,0.0,Low Risk,Low Priority
7291-CDTMJ,1,19.65,19.65,Month-to-month,No,No,19.65,1,19.65,19.65,Low Value,,0.0,Low Risk,Low Priority
7128-GGCNO,46,72.8,3249.4,Month-to-month,Fiber optic,No,72.8,46,3348.8,70.63913043478261,High Value,,0.0,Low Risk,High Value Customer
0237-YFUTL,50,109.65,5405.8,Month-to-month,Fiber optic,No,109.65,50,5482.5,108.116,High Value,,0.0,Low Risk,High Value Customer
7691-KGKGP,53,65.0,3363.8,Month-to-month,DSL,No,65.0,53,3445.0,63.46792452830189,High Value,,0.0,Low Risk,High Value Customer
6710-HSJRD,61,114.1,7132.15,Month-to-month,Fiber optic,No,114.1,61,6960.099999999999,116.92049180327868,Very High Value,No,0.26,Low Risk,VIP Customer
3675-EQOZA,5,20.65,93.55,Month-to-month,No,No,20.65,5,103.25,18.71,Low Value,No,0.105,Low Risk,Low Priority
0840-DCNZE,47,86.95,4138.9,One year,DSL,No,86.95,47,4086.65,88.06170212765957,High Value,,0.0,Low Risk,High Value Customer
1732-FEKLD,54,94.75,5121.75,One year,Fiber optic,No,94.75,54,5116.5,94.84722222222224,High Value,,0.0,Low Risk,High Value Customer
9862-KJTYK,19,25.35,566.1,Month-to-month,DSL,No,25.35,19,481.65,29.794736842105262,Low Value,,0.0,Low Risk,Low Priority
0479-HMSWA,26,105.45,2715.3,Two year,Fiber optic,No,105.45,26,2741.7000000000003,104.4346153846154,Medium Value,,0.0,Low Risk,Low Priority
5854-KSRBJ,70,25.4,1782.05,Two year,No,No,25.4,70,1778.0,25.457857142857144,Medium Value,,0.0,Low Risk,Low Priority
0365-BZUWY,17,102.55,1742.5,Month-to-month,Fiber optic,No,102.55,17,1743.35,102.5,Medium Value,,0.0,Low Risk,Low Priority
4817-VYYWS,30,100.2,2983.8,Month-to-month,Fiber optic,Yes,100.2,30,3006.0,99.46,High Value,Yes,0.65,Medium Risk,High Value Customer
5701-SVCWR,1,24.0,24.0,Month-to-month,No,No,24.0,1,24.0,24.0,Low Value,,0.0,Low Risk,Low Priority
3129-AAQOU,19,25.6,485.9,Two year,No,No,25.6,19,486.4,25.573684210526316,Low Value,,0.0,Low Risk,Low Priority
4922-CVPDX,26,73.5,1905.7,Two year,DSL,No,73.5,26,1911.0,73.29615384615384,Medium Value,,0.0,Low Risk,Low Priority
1396-QWFBJ,21,74.05,1565.7,Month-to-month,Fiber optic,Yes,74.05,21,1555.05,74.55714285714286,Medium Value,,0.0,Low Risk,Low Priority
1357-BIJKI,50,98.25,4858.7,One year,Fiber optic,No,98.25,50,4912.5,97.174,High Value,No,0.385,Low Risk,High Value Customer
1099-BTKWT,68,54.4,3723.65,One year,DSL,No,54.4,68,3699.2,54.75955882352941,High Value,,0.0,Low Risk,High Value Customer
5299-SJCZT,3,101.55,298.35,Month-to-month,Fiber optic,Yes,101.55,3,304.65,99.45,Low Value,,0.0,Low Risk,Low Priority
2018-PZKMU,9,103.1,970.45,Month-to-month,Fiber optic,No,103.1,9,927.9,107.82777777777778,Low Value,,0.0,Low Risk,Low Priority
7340-KEFQE,51,34.2,1782.0,Two year,DSL,No,34.2,51,1744.2,34.94117647058823,Medium Value,,0.0,Low Risk,Low Priority
4570-QHXHL,9,43.75,405.7,Month-to-month,DSL,No,43.75,9,393.75,45.077777777777776,Low Value,Yes,0.52,Medium Risk,Monitor
2403-BCASL,41,111.95,4534.9,One year,Fiber optic,Yes,111.95,41,4589.95,110.60731707317072,High Value,,0.0,Low Risk,High Value Customer
7392-YYPYJ,22,100.65,2415.95,Month-to-month,Fiber optic,No,100.65,22,2214.3,109.81590909090907,Medium Value,,0.0,Low Risk,Low Priority
2898-LSJGD,21,55.95,1157.05,One year,DSL,Yes,55.95,21,1174.95,55.09761904761905,Medium Value,,0.0,Low Risk,Low Priority
2223-GDSHL,71,116.05,8297.5,Two year,Fiber optic,No,116.05,71,8239.55,116.8661971830986,Very High Value,,0.0,Low Risk,VIP Customer
7359-PTSXY,1,45.75,45.75,Month-to-month,DSL,Yes,45.75,1,45.75,45.75,Low Value,,0.0,Low Risk,Low Priority
9470-RTWDV,26,82.0,2083.1,One year,DSL,No,82.0,26,2132.0,80.11923076923077,Medium Value,,0.0,Low Risk,Low Priority
2176-OSJUV,71,65.15,4681.75,Two year,DSL,No,65.15,71,4625.650000000001,65.94014084507042,High Value,,0.0,Low Risk,High Value Customer
9348-YVOMK,4,44.8,176.2,Month-to-month,DSL,No,44.8,4,179.2,44.05,Low Value,,0.0,Low Risk,Low Priority
8104-OSKWT,12,79.8,1001.2,Month-to-month,Fiber optic,No,79.8,12,957.6,83.43333333333334,Low Value,,0.0,Low Risk,Low Priority
4521-YEEHE,18,88.85,1594.75,Month-to-month,Fiber optic,No,88.85,18,1599.3,88.59722222222223,Medium Value,,0.0,Low Risk,Low Priority
4090-KPJIP,3,74.95,212.4,Month-to-month,Fiber optic,No,74.95,3,224.85,70.8,Low Value,Yes,0.855,High Risk,Churn Risk
3786-WOVKF,72,106.85,7677.4,One year,Fiber optic,No,106.85,72,7693.2,106.63055555555556,Very High Value,,0.0,Low Risk,VIP Customer
4503-BDXBD,11,74.95,815.5,Month-to-month,Fiber optic,Yes,74.95,11,824.45,74.13636363636364,Low Value,,0.0,Low Risk,Low Priority
6086-ESGRL,1,80.15,80.15,Month-to-month,Fiber optic,Yes,80.15,1,80.15,80.15,Low Value,,0.0,Low Risk,Low Priority
2592-HODOV,13,19.3,259.65,One year,No,No,19.3,13,250.9,19.97307692307692,Low Value,,0.0,Low Risk,Low Priority
3886-CERTZ,72,109.25,8109.8,One year,Fiber optic,Yes,109.25,72,7866.0,112.63611111111112,Very High Value,,0.0,Low Risk,VIP Customer
7995-ZHHNZ,42,56.1,2386.85,One year,DSL,No,56.1,42,2356.2000000000003,56.8297619047619,Medium Value,,0.0,Low Risk,Low Priority
3824-RHKVR,17,19.7,340.35,Month-to-month,No,No,19.7,17,334.9,20.02058823529412,Low Value,,0.0,Low Risk,Low Priority
5816-SCGFC,7,51.3,419.35,Month-to-month,DSL,No,51.3,7,359.1,59.90714285714286,Low Value,,0.0,Low Risk,Low Priority
5989-AXPUC,68,118.6,7990.05,Two year,Fiber optic,No,118.6,68,8064.799999999999,117.50073529411765,Very High Value,,0.0,Low Risk,VIP Customer
4979-HPRFL,56,24.15,1402.25,Two year,No,No,24.15,56,1352.4,25.040178571428573,Medium Value,,0.0,Low Risk,Low Priority
2860-RANUS,20,85.8,1727.5,Month-to-month,Fiber optic,Yes,85.8,20,1716.0,86.375,Medium Value,Yes,0.52,Medium Risk,Monitor
8590-OHDIW,38,20.3,749.35,One year,No,No,20.3,38,771.4,19.719736842105263,Low Value,No,0.005,Low Risk,Low Priority
8015-IHCGW,72,115.5,8425.15,Two year,Fiber optic,No,115.5,72,8316.0,117.01597222222222,Very High Value,No,0.02,Low Risk,VIP Customer
2332-TODQS,48,25.05,1171.5,One year,No,No,25.05,48,1202.4,24.40625,Medium Value,No,0.025,Low Risk,Low Priority
9278-VZKCD,52,109.1,5647.95,Month-to-month,Fiber optic,No,109.1,52,5673.2,108.61442307692307,High Value,No,0.26,Low Risk,High Value Customer
8008-OTEZX,35,19.65,708.8,One year,No,No,19.65,35,687.75,20.25142857142857,Low Value,,0.0,Low Risk,Low Priority
2773-OVBPK,67,111.3,7567.2,Two year,Fiber optic,No,111.3,67,7457.099999999999,112.94328358208956,Very High Value,,0.0,Low Risk,VIP Customer
5999-LCXAO,1,29.9,29.9,Month-to-month,DSL,No,29.9,1,29.9,29.9,Low Value,,0.0,Low Risk,Low Priority
5206-XZZQI,53,80.6,4348.1,Month-to-month,Fiber optic,No,80.6,53,4271.799999999999,82.03962264150944,High Value,,0.0,Low Risk,High Value Customer
4803-LBYPN,34,20.8,635.9,Month-to-month,No,No,20.8,34,707.2,18.70294117647059,Low Value,,0.0,Low Risk,Low Priority
5759-RCVCB,3,35.2,108.95,Month-to-month,DSL,Yes,35.2,3,105.6,36.31666666666667,Low Value,No,0.285,Low Risk,Low Priority
6372-RFVNS,1,78.8,78.8,Month-to-month,Fiber optic,Yes,78.8,1,78.8,78.8,Low Value,Yes,0.805,High Risk,Churn Risk
2139-FQHLM,19,89.95,1682.4,Month-to-month,Fiber optic,No,89.95,19,1709.05,88.54736842105264,Medium Value,No,0.275,Low Risk,Low Priority
8261-GWDBQ,60,116.05,6925.9,Two year,Fiber optic,No,116.05,60,6963.0,115.43166666666666,Very High Value,,0.0,Low Risk,VIP Customer
1093-YSWCA,11,19.55,223.15,Two year,No,No,19.55,11,215.05,20.286363636363635,Low Value,,0.0,Low Risk,Low Priority
8938-UMKPI,47,106.4,5127.95,Month-to-month,Fiber optic,Yes,106.4,47,5000.8,109.10531914893616,High Value,No,0.345,Low Risk,High Value Customer
0991-BRRFB,18,49.4,874.8,Month-to-month,DSL,Yes,49.4,18,889.1999999999999,48.6,Low Value,,0.0,Low Risk,Low Priority
3882-IYOIJ,60,115.25,6758.45,Two year,Fiber optic,No,115.25,60,6915.0,112.64083333333332,Very High Value,,0.0,Low Risk,VIP Customer
8749-TZYEC,72,24.8,1874.3,Two year,No,No,24.8,72,1785.6,26.031944444444445,Medium Value,,0.0,Low Risk,Low Priority
1755-FZQEC,39,19.9,791.15,One year,No,No,19.9,39,776.0999999999999,20.28589743589744,Low Value,,0.0,Low Risk,Low Priority
3115-JPJDD,59,81.25,4639.45,One year,Fiber optic,No,81.25,59,4793.75,78.63474576271186,High Value,,0.0,Low Risk,High Value Customer
5600-KTXFM,2,69.95,143.9,Month-to-month,Fiber optic,No,69.95,2,139.9,71.95,Low Value,,0.0,Low Risk,Low Priority
3871-IKPYH,1,69.1,69.1,Month-to-month,Fiber optic,Yes,69.1,1,69.1,69.1,Low Value,,0.0,Low Risk,Low Priority
6319-IEJWJ,20,90.2,1776.55,Month-to-month,Fiber optic,Yes,90.2,20,1804.0,88.8275,Medium Value,Yes,0.51,Medium Risk,Monitor
9025-AOMKI,6,93.55,536.4,Month-to-month,Fiber optic,Yes,93.55,6,561.3,89.39999999999999,Low Value,,0.0,Low Risk,Low Priority
6339-TBELP,71,86.4,6172.0,Two year,Fiber optic,No,86.4,71,6134.400000000001,86.92957746478874,Very High Value,,0.0,Low Risk,VIP Customer
7964-YESJC,24,66.3,1559.45,Month-to-month,DSL,No,66.3,24,1591.1999999999998,64.97708333333334,Medium Value,,0.0,Low Risk,Low Priority
6173-GOLSU,67,94.65,6079.0,Month-to-month,Fiber optic,No,94.65,67,6341.55,90.73134328358208,Very High Value,Yes,0.51,Medium Risk,VIP Customer
5275-SQEIZ,1,80.85,80.85,Month-to-month,Fiber optic,Yes,80.85,1,80.85,80.85,Low Value,,0.0,Low Risk,Low Priority
7716-YTYHG,48,82.05,4029.95,One year,Fiber optic,Yes,82.05,48,3938.4,83.95729166666666,High Value,,0.0,Low Risk,High Value Customer
9938-ZREHM,37,72.1,2658.4,One year,DSL,No,72.1,37,2667.7,71.84864864864865,Medium Value,,0.0,Low Risk,Low Priority
7950-XWOVN,11,34.7,383.55,Month-to-month,DSL,No,34.7,11,381.7000000000001,34.86818181818182,Low Value,,0.0,Low Risk,Low Priority
4390-KYULV,3,20.55,51.15,Month-to-month,No,Yes,20.55,3,61.650000000000006,17.05,Low Value,,0.0,Low Risk,Low Priority
4647-MUZON,18,95.95,1745.5,Month-to-month,Fiber optic,No,95.95,18,1727.1,96.97222222222224,Medium Value,No,0.405,Medium Risk,Monitor
9702-AIUJO,50,44.8,2230.85,One year,DSL,No,44.8,50,2240.0,44.617,Medium Value,,0.0,Low Risk,Low Priority
8849-PRIQJ,67,109.4,7281.6,One year,Fiber optic,No,109.4,67,7329.8,108.68059701492538,Very High Value,,0.0,Low Risk,VIP Customer
8851-RAGOV,25,71.05,1837.7,Month-to-month,DSL,No,71.05,25,1776.25,73.508,Medium Value,,0.0,Low Risk,Low Priority
1304-NECVQ,2,78.55,149.55,Month-to-month,Fiber optic,Yes,78.55,2,157.1,74.775,Low Value,,0.0,Low Risk,Low Priority
5396-IZEPB,9,19.7,180.7,Month-to-month,No,No,19.7,9,177.29999999999998,20.077777777777776,Low Value,,0.0,Low Risk,Low Priority
1729-VLAZJ,10,40.25,411.45,One year,DSL,No,40.25,10,402.5,41.145,Low Value,No,0.04,Low Risk,Low Priority
5261-QSHQM,4,24.45,86.6,Month-to-month,DSL,Yes,24.45,4,97.8,21.65,Low Value,,0.0,Low Risk,Low Priority
8285-ABVLB,70,19.85,1328.35,Two year,No,No,19.85,70,1389.5,18.97642857142857,Medium Value,,0.0,Low Risk,Low Priority
0701-TJSEF,9,68.25,576.95,Month-to-month,DSL,No,68.25,9,614.25,64.10555555555555,Low Value,No,0.15,Low Risk,Low Priority
5712-VBOXD,4,20.15,68.45,Month-to-month,No,No,20.15,4,80.6,17.1125,Low Value,,0.0,Low Risk,Low Priority
6629-LADHQ,2,50.95,123.05,Month-to-month,DSL,No,50.95,2,101.9,61.525,Low Value,,0.0,Low Risk,Low Priority
8945-GRKHX,1,78.65,78.65,Month-to-month,Fiber optic,Yes,78.65,1,78.65,78.65,Low Value,,0.0,Low Risk,Low Priority
1559-DTODC,19,25.15,468.35,Month-to-month,DSL,No,25.15,19,477.85,24.65,Low Value,No,0.215,Low Risk,Low Priority
4797-MIWUM,7,20.25,174.7,Month-to-month,No,No,20.25,7,141.75,24.957142857142856,Low Value,,0.0,Low Risk,Low Priority
6959-UWKHF,1,42.9,42.9,Month-to-month,DSL,Yes,42.9,1,42.9,42.9,Low Value,,0.0,Low Risk,Low Priority
8720-RQSBJ,1,44.0,44.0,Month-to-month,DSL,No,44.0,1,44.0,44.0,Low Value,,0.0,Low Risk,Low Priority
4537-CIBHB,9,20.25,172.35,One year,No,No,20.25,9,182.25,19.15,Low Value,No,0.04,Low Risk,Low Priority
3815-SLMEF,3,34.25,139.35,Month-to-month,DSL,Yes,34.25,3,102.75,46.45,Low Value,,0.0,Low Risk,Low Priority
5154-VEKBL,9,58.5,539.85,Month-to-month,DSL,Yes,58.5,9,526.5,59.98333333333333,Low Value,,0.0,Low Risk,Low Priority
4324-AHJKS,5,55.8,300.4,Month-to-month,DSL,No,55.8,5,279.0,60.08,Low Value,,0.0,Low Risk,Low Priority
4355-CVPVS,56,88.9,4968.0,One year,Fiber optic,No,88.9,56,4978.400000000001,88.71428571428571,High Value,,0.0,Low Risk,High Value Customer
4495-LHSSK,18,57.65,992.7,Month-to-month,DSL,No,57.65,18,1037.7,55.150000000000006,Medium Value,,0.0,Low Risk,Low Priority
5655-JSMZM,49,96.2,4718.25,Month-to-month,Fiber optic,Yes,96.2,49,4713.8,96.29081632653062,High Value,,0.0,Low Risk,High Value Customer
5915-ANOEI,70,79.15,5536.5,Two year,DSL,No,79.15,70,5540.5,79.09285714285714,High Value,,0.0,Low Risk,High Value Customer
9861-PDSZP,72,108.05,7806.6,Two year,Fiber optic,No,108.05,72,7779.599999999999,108.425,Very High Value,,0.0,Low Risk,VIP Customer
4505-EXZHB,6,74.4,434.1,Month-to-month,Fiber optic,Yes,74.4,6,446.4,72.35000000000001,Low Value,,0.0,Low Risk,Low Priority
7225-CBZPL,17,94.8,1563.9,Month-to-month,Fiber optic,No,94.8,17,1611.6,91.99411764705884,Medium Value,,0.0,Low Risk,Low Priority
6704-UTUKK,29,45.9,1332.4,Month-to-month,DSL,No,45.9,29,1331.1,45.9448275862069,Medium Value,No,0.37,Low Risk,Low Priority
4587-VVTOX,6,105.3,545.2,Month-to-month,Fiber optic,Yes,105.3,6,631.8,90.86666666666667,Low Value,Yes,0.805,High Risk,Churn Risk
2019-HDCZY,63,102.6,6296.75,Two year,Fiber optic,No,102.6,63,6463.799999999999,99.9484126984127,Very High Value,No,0.185,Low Risk,VIP Customer
4652-NNHNY,16,73.85,1284.2,Month-to-month,Fiber optic,Yes,73.85,16,1181.6,80.2625,Medium Value,,0.0,Low Risk,Low Priority
8788-DOXSU,59,61.35,3645.5,One year,DSL,No,61.35,59,3619.65,61.78813559322034,High Value,,0.0,Low Risk,High Value Customer
7404-JLKQG,3,57.55,161.45,Month-to-month,DSL,No,57.55,3,172.64999999999998,53.81666666666666,Low Value,No,0.41,Medium Risk,Monitor
7421-ZLUPA,8,29.25,226.95,Month-to-month,DSL,No,29.25,8,234.0,28.36875,Low Value,,0.0,Low Risk,Low Priority
8972-HJWNV,7,84.55,646.85,Month-to-month,Fiber optic,Yes,84.55,7,591.85,92.40714285714286,Low Value,,0.0,Low Risk,Low Priority
3274-NSDWE,68,19.6,1441.65,Two year,No,No,19.6,68,1332.8000000000002,21.20073529411765,Medium Value,,0.0,Low Risk,Low Priority
2632-IVXVF,68,111.75,7511.3,Two year,Fiber optic,No,111.75,68,7599.0,110.46029411764708,Very High Value,,0.0,Low Risk,VIP Customer
3692-JHONH,52,106.5,5621.85,One year,Fiber optic,No,106.5,52,5538.0,108.1125,High Value,,0.0,Low Risk,High Value Customer
8915-NNTRC,72,107.7,7919.8,Two year,Fiber optic,No,107.7,72,7754.400000000001,109.99722222222222,Very High Value,No,0.025,Low Risk,VIP Customer
5914-GXMDA,32,19.3,593.2,One year,No,No,19.3,32,617.6,18.5375,Low Value,,0.0,Low Risk,Low Priority
7463-IFMQU,72,20.05,1423.65,Two year,No,No,20.05,72,1443.6,19.772916666666667,Medium Value,,0.0,Low Risk,Low Priority
2920-RNCEZ,1,69.95,69.95,Month-to-month,Fiber optic,No,69.95,1,69.95,69.95,Low Value,,0.0,Low Risk,Low Priority
2541-YGPKE,42,63.7,2763.35,One year,DSL,No,63.7,42,2675.4,65.79404761904762,Medium Value,No,0.115,Low Risk,Low Priority
8515-OCTJS,25,24.75,692.1,Two year,No,Yes,24.75,25,618.75,27.684,Low Value,,0.0,Low Risk,Low Priority
5382-TEMLV,45,50.9,2298.55,Month-to-month,DSL,No,50.9,45,2290.5,51.07888888888889,Medium Value,,0.0,Low Risk,Low Priority
3441-CGZJH,43,60.4,2640.55,One year,DSL,No,60.4,43,2597.2,61.40813953488372,Medium Value,,0.0,Low Risk,Low Priority
9592-ERDKV,37,79.25,2911.8,One year,DSL,No,79.25,37,2932.25,78.6972972972973,Medium Value,,0.0,Low Risk,Low Priority
4778-IZARL,63,110.1,6705.7,Two year,Fiber optic,No,110.1,63,6936.299999999999,106.43968253968254,Very High Value,,0.0,Low Risk,VIP Customer
0432-CAJZV,3,90.7,237.65,Month-to-month,Fiber optic,No,90.7,3,272.1,79.21666666666667,Low Value,Yes,0.6288,Medium Risk,Monitor
7008-LZVOZ,66,25.3,1672.35,Two year,No,No,25.3,66,1669.8,25.33863636363636,Medium Value,,0.0,Low Risk,Low Priority
8868-WOZGU,28,105.7,2979.5,Month-to-month,Fiber optic,Yes,105.7,28,2959.6,106.41071428571428,Medium Value,,0.0,Low Risk,Low Priority
1200-TUZHR,8,85.2,695.75,Month-to-month,Fiber optic,No,85.2,8,681.6,86.96875,Low Value,,0.0,Low Risk,Low Priority
9365-CSLBQ,71,24.35,1654.6,Two year,No,No,24.35,71,1728.85,23.304225352112677,Medium Value,No,0.0,Low Risk,Low Priority
1334-FJSVR,1,24.25,24.25,Month-to-month,DSL,Yes,24.25,1,24.25,24.25,Low Value,,0.0,Low Risk,Low Priority
5884-FBCTL,72,25.1,1857.85,Two year,No,No,25.1,72,1807.2,25.803472222222226,Medium Value,,0.0,Low Risk,Low Priority
7130-CTCUS,16,54.55,825.1,Month-to-month,DSL,No,54.55,16,872.8,51.56875,Low Value,No,0.17,Low Risk,Low Priority
6242-FEGFD,66,96.6,6424.25,Two year,Fiber optic,No,96.6,66,6375.599999999999,97.33712121212122,Very High Value,,0.0,Low Risk,VIP Customer
7625-XCQRH,11,76.5,837.95,Month-to-month,Fiber optic,Yes,76.5,11,841.5,76.17727272727274,Low Value,,0.0,Low Risk,Low Priority
6194-HBGQN,51,81.15,4126.2,One year,DSL,No,81.15,51,4138.650000000001,80.90588235294118,High Value,No,0.085,Low Risk,High Value Customer
7634-WSWDB,8,38.5,330.8,Month-to-month,DSL,No,38.5,8,308.0,41.35,Low Value,,0.0,Low Risk,Low Priority
6986-IXNDM,14,92.9,1337.45,Month-to-month,Fiber optic,No,92.9,14,1300.6,95.53214285714286,Medium Value,,0.0,Low Risk,Low Priority
1731-TVIUK,4,93.5,362.2,Month-to-month,Fiber optic,Yes,93.5,4,374.0,90.55,Low Value,Yes,0.655,Medium Risk,Monitor
2987-BJXIK,70,84.7,5991.05,Two year,DSL,No,84.7,70,5929.0,85.58642857142857,High Value,No,0.005,Low Risk,High Value Customer
9769-TSBZE,70,66.0,4891.5,Two year,DSL,No,66.0,70,4620.0,69.87857142857143,High Value,,0.0,Low Risk,High Value Customer
0406-BPDVR,54,101.5,5373.1,One year,Fiber optic,Yes,101.5,54,5481.0,99.50185185185184,High Value,,0.0,Low Risk,High Value Customer
0618-XWMSS,28,74.9,2068.55,Month-to-month,Fiber optic,Yes,74.9,28,2097.2000000000003,73.87678571428572,Medium Value,,0.0,Low Risk,Low Priority
1395-WSWXR,24,20.75,487.05,Two year,No,No,20.75,24,498.0,20.29375,Low Value,,0.0,Low Risk,Low Priority
6023-GSSXW,69,61.45,4131.2,Two year,DSL,No,61.45,69,4240.05,59.87246376811594,High Value,,0.0,Low Risk,High Value Customer
6752-APNJL,42,54.5,2301.15,Month-to-month,DSL,No,54.5,42,2289.0,54.78928571428572,Medium Value,,0.0,Low Risk,Low Priority
5276-KQWHG,2,69.6,131.65,Month-to-month,Fiber optic,Yes,69.6,2,139.2,65.825,Low Value,,0.0,Low Risk,Low Priority
0420-HLGXF,39,99.75,4036.0,Month-to-month,Fiber optic,No,99.75,39,3890.25,103.48717948717947,High Value,,0.0,Low Risk,High Value Customer
7446-KQISO,45,109.75,4900.65,Two year,Fiber optic,No,109.75,45,4938.75,108.90333333333332,High Value,,0.0,Low Risk,High Value Customer
9823-EALYC,72,80.85,5727.45,Two year,DSL,No,80.85,72,5821.2,79.54791666666667,High Value,,0.0,Low Risk,High Value Customer
0582-AVCLN,38,20.3,743.05,Two year,No,No,20.3,38,771.4,19.553947368421053,Low Value,,0.0,Low Risk,Low Priority
5803-NQJZO,72,67.8,4804.65,Two year,DSL,No,67.8,72,4881.599999999999,66.73124999999999,High Value,No,0.015,Low Risk,High Value Customer
2565-JSLRY,1,24.05,24.05,Month-to-month,No,Yes,24.05,1,24.05,24.05,Low Value,,0.0,Low Risk,Low Priority
2607-DHDAK,72,19.8,1414.65,Two year,No,No,19.8,72,1425.6,19.647916666666667,Medium Value,,0.0,Low Risk,Low Priority
1073-XXCZD,55,25.7,1443.65,Two year,No,No,25.7,55,1413.5,26.24818181818182,Medium Value,,0.0,Low Risk,Low Priority
0743-HRVFF,51,56.15,2898.95,One year,DSL,No,56.15,51,2863.65,56.84215686274509,Medium Value,No,0.095,Low Risk,Low Priority
4006-HKYHO,63,86.7,5309.5,Two year,DSL,No,86.7,63,5462.1,84.27777777777777,High Value,,0.0,Low Risk,High Value Customer
3727-JEZTU,1,20.4,20.4,Month-to-month,No,No,20.4,1,20.4,20.4,Low Value,,0.0,Low Risk,Low Priority
8143-ETQTI,23,19.65,451.55,Two year,No,No,19.65,23,451.95,19.632608695652173,Low Value,,0.0,Low Risk,Low Priority
